Time,Bus-1-Mag,Bus-1-Ang,Bus-2-Mag,Bus-2-Ang,Bus-3-Mag,Bus-3-Ang,Bus-4-Mag,Bus-4-Ang,Bus-5-Mag,Bus-5-Ang,Bus-6-Mag,Bus-6-Ang,Bus-7-Mag,Bus-7-Ang,Bus-8-Mag,Bus-8-Ang,Bus-9-Mag,Bus-9-Ang
0.0,1.04,0.0,1.025,-0.10475395996785947,1.025,-0.051518085360797675,1.0905482921903047,-0.04287105651558515,1.1504103685685267,-0.18702346935210346,1.2052178590449805,-0.14507593689137377,1.0744933608268192,-0.12325494242896624,1.1115054764204095,-0.1788036843730919,1.078303732792878,-0.07405312521600264
1.0e-6,1.0399999999999272,2.1160392469233773e-13,1.0250000000000064,-0.10475395996784984,1.0250000000000052,-0.051518085360792186,1.0905482921902387,-0.042871056515567676,1.1504103685685312,-0.18702346935206512,1.2052178590449847,-0.14507593689134715,1.074493360826826,-0.12325494242896488,1.1115054764204095,-0.1788036843730917,1.078303732792883,-0.07405312521600194
5.035745986185927e-6,1.039999999999666,2.932096926161934e-13,1.025000000000033,-0.10475395996784363,1.0250000000000243,-0.051518085360789785,1.0905482921899734,-0.04287105651550069,1.1504103685685487,-0.18702346935190867,1.2052178590450024,-0.14507593689123954,1.0744933608268523,-0.12325494242895953,1.1115054764204095,-0.1788036843730907,1.078303732792902,-0.07405312521599924
1.5886199187271417e-5,1.03999999999898,4.860368506941038e-13,1.0250000000001045,-0.10475395996782723,1.0250000000000759,-0.0515180853607835,1.090548292189277,-0.04287105651534786,1.1504103685685851,-0.1870234693514746,1.20521785904505,-0.14507593689095077,1.0744933608269238,-0.12325494242894525,1.11150547642041,-0.17880368437308794,1.0783037327929532,-0.0740531252159921
3.620205393501175e-5,1.0399999999977754,7.481301385152774e-13,1.0250000000002402,-0.10475395996779767,1.0250000000001722,-0.051518085360772514,1.0905482921880552,-0.04287105651516251,1.150410368568608,-0.18702346935061429,1.205217859045142,-0.14507593689041243,1.0744933608270593,-0.12325494242891906,1.1115054764204104,-0.17880368437308283,1.0783037327930494,-0.07405312521597919
7.002123732386736e-5,1.0399999999960687,9.359354536546315e-13,1.025000000000468,-0.10475395996775161,1.0250000000003323,-0.051518085360756145,1.0905482921863268,-0.04287105651510371,1.150410368568494,-0.18702346934907504,1.2052178590453013,-0.14507593688952328,1.0744933608272866,-0.12325494242887675,1.111505476420412,-0.1788036843730744,1.0783037327932086,-0.07405312521595886
0.00011648977966609198,1.039999999994494,8.460003483109738e-13,1.0250000000007842,-0.10475395996769343,1.0250000000005512,-0.051518085360737195,1.0905482921847367,-0.04287105651536137,1.1504103685679885,-0.18702346934685138,1.2052178590455307,-0.1450759368883178,1.0744933608276022,-0.12325494242881997,1.1115054764204158,-0.17880368437306268,1.0783037327934266,-0.07405312521593277
0.000216489779666092,1.039999999994472,6.005109700728606e-13,1.0250000000014607,-0.10475395996757766,1.0250000000010124,-0.051518085360704804,1.090548292184692,-0.04287105651586996,1.1504103685656435,-0.18702346934242256,1.2052178590460538,-0.14507593688580048,1.074493360828276,-0.1232549424286939,1.1115054764204364,-0.17880368437303645,1.078303732793886,-0.07405312521587899
0.0002920380503232819,1.039999999996819,1.6037845519922844e-12,1.0250000000019497,-0.10475395996748708,1.0250000000013477,-0.05151808536068222,1.0905482921869465,-0.04287105651495231,1.1504103685633014,-0.1870234693400513,1.2052178590464713,-0.14507593688398066,1.0744933608287615,-0.12325494242858534,1.1115054764204684,-0.17880368437301528,1.078303732794219,-0.0740531252158353
0.0003920380503232819,1.0400000000006118,5.1097435663181704e-12,1.0250000000025377,-0.10475395996734752,1.0250000000017667,-0.0515180853606453,1.090548292190391,-0.04287105651144582,1.1504103685607279,-0.18702346933845848,1.2052178590470566,-0.14507593688169085,1.0744933608293423,-0.12325494242841195,1.111505476420541,-0.1788036843729848,1.0783037327946359,-0.07405312521576486
0.0004920380503232819,1.0400000000026635,9.654563535667834e-12,1.025000000003033,-0.1047539599671748,1.025000000002151,-0.0515180853605898,1.0905482921918292,-0.042871056506849636,1.1504103685596803,-0.18702346933791617,1.2052178590476843,-0.14507593687953457,1.074493360829826,-0.12325494242819847,1.111505476420655,-0.1788036843729512,1.078303732795018,-0.07405312521567067
0.0005920380503232819,1.040000000002272,1.2723641853949089e-11,1.0250000000034192,-0.10475395996696163,1.0250000000024972,-0.05151808536050469,1.0905482921907208,-0.04287105650372567,1.150410368559964,-0.1870234693373389,1.2052178590483462,-0.14507593687750453,1.074493360830196,-0.12325494242794205,1.1115054764208154,-0.1788036843729137,1.0783037327953606,-0.07405312521554305
0.000692038050323282,1.040000000000895,1.2840262596910433e-11,1.0250000000036938,-0.10475395996670303,1.0250000000028026,-0.05151808536038051,1.0905482921887546,-0.0428710565035272,1.1504103685604534,-0.18702346933621722,1.2052178590490203,-0.14507593687560083,1.0744933608304499,-0.12325494242764166,1.1115054764210248,-0.17880368437287156,1.078303732795662,-0.07405312521537366
0.000792038050323282,1.0400000000004785,1.0639702056630236e-11,1.0250000000038606,-0.10475395996639336,1.0250000000030681,-0.05151808536020882,1.0905482921880143,-0.04287105650556593,1.1504103685601068,-0.18702346933493205,1.2052178590496798,-0.14507593687383788,1.07449336083059,-0.12325494242729453,1.1115054764212826,-0.17880368437282318,1.078303732795921,-0.07405312521515525
