Time,BUS 1-BUS 2-i_1_static_P,BUS 1-BUS 2-i_1_static_Q
0.0,0.3135478191931204,0.06267523707194338
1.0e-6,0.31354781919312014,0.06267523707194339
4.26119890005365e-6,0.3135478191931194,0.06267523707194707
1.105123628940424e-5,0.3135478191931214,0.06267523707194511
2.5945351814790614e-5,0.31354781919311625,0.06267523707194733
5.239428516200048e-5,0.313547819193113,0.06267523707194605
8.5794937489582e-5,0.3135478191931064,0.06267523707194547
0.0001342984674729761,0.31354781919310065,0.06267523707194209
0.00020405264064058464,0.3135478191930894,0.06267523707193841
0.00030405264064058466,0.3135478191930747,0.06267523707194057
0.00040405264064058465,0.3135478191930565,0.06267523707193545
0.0005040526406405847,0.3135478191930478,0.06267523707193731
0.0006040526406405847,0.3135478191930387,0.06267523707193323
0.0007040526406405848,0.31354781919302754,0.06267523707192964
0.0008040526406405848,0.31354781919300556,0.06267523707191792
0.0009040526406405849,0.31354781919298164,0.06267523707190231
0.001004052640640585,0.31354781919295543,0.06267523707188699
0.001104052640640585,0.3135478191929322,0.06267523707186817
0.001204052640640585,0.313547819192912,0.06267523707184404
0.001304052640640585,0.31354781919289926,0.06267523707182325
0.001404052640640585,0.31354781919288877,0.06267523707180084
0.0015040526406405851,0.3135478191928805,0.0626752370717801
0.0016040526406405852,0.3135478191928764,0.06267523707175898
0.0017040526406405852,0.3135478191928765,0.06267523707174141
0.0018040526406405853,0.3135478191928802,0.06267523707172527
0.0019040526406405853,0.3135478191928838,0.0626752370717093
0.0020040526406405854,0.31354781919289093,0.06267523707169448
0.002104052640640585,0.31354781919289876,0.06267523707167984
0.002204052640640585,0.313547819192911,0.06267523707167051
0.002304052640640585,0.3135478191929185,0.06267523707165552
0.0024040526406405847,0.31354781919293184,0.06267523707164577
0.0025040526406405845,0.31354781919294306,0.06267523707163423
0.0026040526406405843,0.3135478191929543,0.06267523707162644
0.002704052640640584,0.3135478191929672,0.06267523707162219
0.002804052640640584,0.31354781919297875,0.06267523707161621
