Time,BUS 1-BUS 2-i_1_static_P,BUS 1-BUS 2-i_1_static_Q
0.0,0.2734735200512422,0.049346233117332786
1.0e-6,0.27347352005124215,0.04934623311733279
5.382283893566142e-6,0.2734735200512429,0.049346233117334194
1.5060488366570857e-5,0.273473520051244,0.049346233117334125
4.198246596146811e-5,0.2734735200512399,0.04934623311733441
8.787048092472985e-5,0.27347352005124365,0.049346233117335846
0.0001495614119377298,0.27347352005124453,0.04934623311733503
0.00023976761111625742,0.2734735200512504,0.04934623311733734
0.0003397676111162574,0.2734735200512531,0.049346233117336706
0.0004397676111162574,0.27347352005125014,0.049346233117337504
0.0005397676111162574,0.2734735200512464,0.049346233117342396
0.0006397676111162575,0.27347352005124353,0.04934623311734702
0.0007397676111162575,0.2734735200512438,0.049346233117350126
0.0008397676111162576,0.2734735200512457,0.04934623311735445
0.0009397676111162576,0.27347352005124737,0.049346233117359785
0.0010397676111162577,0.27347352005124365,0.049346233117365274
0.0011397676111162577,0.2734735200512385,0.04934623311736802
0.0012397676111162578,0.2734735200512341,0.049346233117369555
0.0013397676111162578,0.273473520051234,0.049346233117373774
0.0014397676111162579,0.27347352005123166,0.04934623311737355
0.001539767611116258,0.2734735200512306,0.0493462331173745
0.001639767611116258,0.27347352005122744,0.04934623311737593
0.001739767611116258,0.2734735200512219,0.04934623311737765
0.001839767611116258,0.27347352005121633,0.049346233117376306
0.001939767611116258,0.27347352005121434,0.049346233117377805
0.002039767611116258,0.27347352005121334,0.04934623311737649
0.0021397676111162577,0.27347352005121217,0.049346233117376785
0.0022397676111162576,0.27347352005120823,0.04934623311737567
0.0023397676111162574,0.27347352005120323,0.04934623311737028
0.0024397676111162572,0.27347352005120007,0.049346233117366335
0.002539767611116257,0.273473520051197,0.049346233117366536
0.002639767611116257,0.2734735200511969,0.04934623311736956
0.0027397676111162567,0.2734735200511985,0.04934623311737116
0.0028397676111162565,0.2734735200511947,0.04934623311736859
0.0029397676111162564,0.273473520051191,0.04934623311736589
0.003039767611116256,0.2734735200511871,0.04934623311736016
0.003139767611116256,0.27347352005118714,0.049346233117360035
0.003239767611116256,0.27347352005118714,0.04934623311736035
0.0033397676111162557,0.273473520051186,0.049346233117362026
0.0034397676111162555,0.27347352005118497,0.049346233117360534
0.0035397676111162553,0.27347352005118314,0.04934623311735754
0.003639767611116255,0.27347352005118336,0.04934623311735328
0.003739767611116255,0.2734735200511843,0.04934623311735064
0.003839767611116255,0.2734735200511855,0.04934623311735062
0.003939767611116255,0.2734735200511865,0.04934623311735347
0.004039767611116255,0.27347352005118514,0.04934623311735072
0.004139767611116256,0.27347352005118497,0.04934623311734649
0.004239767611116256,0.2734735200511856,0.04934623311734204
0.004339767611116256,0.27347352005118597,0.04934623311733766
0.004439767611116256,0.2734735200511866,0.04934623311733765
0.004539767611116257,0.27347352005118675,0.049346233117339176
0.004639767611116257,0.27347352005118636,0.04934623311734064
0.004739767611116257,0.27347352005118686,0.049346233117339044
0.0048397676111162575,0.273473520051187,0.04934623311733447
0.004939767611116258,0.2734735200511883,0.04934623311733007
0.005039767611116258,0.27347352005118913,0.04934623311733024
0.005139767611116258,0.27347352005118897,0.04934623311733025
0.0052397676111162585,0.2734735200511881,0.04934623311733173
0.005339767611116259,0.27347352005119047,0.04934623311733308
0.005439767611116259,0.2734735200511936,0.04934623311733141
0.005539767611116259,0.27347352005119635,0.04934623311732697
0.0056397676111162596,0.2734735200511996,0.04934623311732831
0.00573976761111626,0.27347352005119857,0.049346233117331405
0.00583976761111626,0.2734735200511972,0.04934623311733412
0.00593976761111626,0.27347352005119885,0.0493462331173369
0.006039767611116261,0.2734735200512029,0.04934623311733521
0.006139767611116261,0.27347352005120656,0.04934623311733494
0.006239767611116261,0.27347352005120557,0.049346233117332064
0.006339767611116261,0.2734735200512051,0.04934623311733501
0.006439767611116262,0.2734735200512042,0.049346233117337934
0.006539767611116262,0.27347352005120357,0.04934623311733944
0.006639767611116262,0.2734735200512031,0.049346233117335214
0.0067397676111162624,0.27347352005120673,0.049346233117335
0.006839767611116263,0.27347352005121006,0.049346233117334756
0.006939767611116263,0.27347352005120956,0.049346233117336366
0.007039767611116263,0.2734735200512065,0.04934623311733695
0.0071397676111162635,0.27347352005120457,0.04934623311733855
0.007239767611116264,0.2734735200512068,0.049346233117339856
0.007339767611116264,0.27347352005120956,0.04934623311733978
0.007439767611116264,0.2734735200512103,0.04934623311733963
0.0075397676111162645,0.27347352005121217,0.049346233117343784
0.007639767611116265,0.2734735200512076,0.04934623311734395
0.007739767611116265,0.273473520051205,0.04934623311734418
0.007839767611116264,0.2734735200512036,0.049346233117342764
0.007939767611116264,0.27347352005120595,0.04934623311734417
0.008039767611116263,0.27347352005120723,0.04934623311734555
0.008139767611116263,0.2734735200512099,0.049346233117348225
0.008239767611116262,0.27347352005120773,0.049346233117351423
0.008339767611116261,0.2734735200512024,0.04934623311734888
0.00843976761111626,0.2734735200512006,0.04934623311734905
0.00853976761111626,0.2734735200512018,0.04934623311735057
0.00863976761111626,0.27347352005120346,0.049346233117352103
