Time,BUS 1-BUS 2-i_1_I_R,BUS 1-BUS 2-i_1_I_I,BUS 1-BUS 2-i_1_static_I_R,BUS 1-BUS 2-i_1_static_I_I
0.0,0.2386817097781087,-0.06245294538506781,0.2386817097781087,-0.06245294538506781
1.0e-6,0.23868170982465428,-0.06245294518399918,0.23868170982465428,-0.06245294518399918
2.2855167303259975e-6,0.23868170982436474,-0.06245294518577391,0.23868170982436474,-0.06245294518577391
4.279568949999647e-6,0.2386817098239178,-0.062452945188505284,0.2386817098239178,-0.062452945188505284
7.762462206568027e-6,0.23868170982314457,-0.06245294519319932,0.23868170982314457,-0.06245294519319932
1.340807980710874e-5,0.23868170982191092,-0.062452945200618885,0.23868170982191092,-0.062452945200618885
2.1619135323297026e-5,0.23868170982015927,-0.06245294521100545,0.23868170982015927,-0.06245294521100545
3.91829181360633e-5,0.23868170981658582,-0.06245294523168551,0.23868170981658582,-0.06245294523168551
6.223753072124474e-5,0.23868170981223785,-0.06245294525593732,0.23868170981223785,-0.06245294525593732
9.541145476257143e-5,0.23868170980663747,-0.06245294528582196,0.23868170980663747,-0.06245294528582196
0.0001422534775635197,0.23868170979993927,-0.06245294531979325,0.23868170979993927,-0.06245294531979325
0.00020659056468200877,0.23868170979272832,-0.062452945354699044,0.23868170979272832,-0.062452945354699044
0.00028710956627048967,0.23868170978621625,-0.06245294538554272,0.23868170978621625,-0.06245294538554272
0.00037398593545139535,0.23868170978129194,-0.06245294540913261,0.23868170978129194,-0.06245294540913261
0.00047398593545139534,0.23868170977713427,-0.06245294542921364,0.23868170977713427,-0.06245294542921364
0.0005739859354513953,0.23868170977374395,-0.062452945444684105,0.23868170977374395,-0.062452945444684105
0.0006739859354513954,0.23868170977073355,-0.06245294545680069,0.23868170977073355,-0.06245294545680069
0.0007739859354513954,0.2386817097680369,-0.06245294546609261,0.2386817097680369,-0.06245294546609261
0.0008739859354513955,0.23868170976570122,-0.06245294547300929,0.23868170976570122,-0.06245294547300929
0.0009739859354513955,0.23868170976374836,-0.06245294547808855,0.23868170976374836,-0.06245294547808855
0.0010739859354513956,0.23868170976212566,-0.06245294548193638,0.23868170976212566,-0.06245294548193638
0.0011739859354513956,0.2386817097607286,-0.062452945485060835,0.2386817097607286,-0.062452945485060835
0.0012739859354513956,0.23868170975944725,-0.0624529454878009,0.23868170975944725,-0.0624529454878009
0.0013739859354513957,0.23868170975820438,-0.062452945490309636,0.23868170975820438,-0.062452945490309636
0.0014739859354513957,0.23868170975697142,-0.062452945492596244,0.23868170975697142,-0.062452945492596244
0.0015739859354513958,0.23868170975575928,-0.062452945494616594,0.23868170975575928,-0.062452945494616594
0.0016739859354513958,0.2386817097545966,-0.06245294549631829,0.2386817097545966,-0.06245294549631829
0.0017739859354513959,0.23868170975351,-0.06245294549768368,0.23868170975351,-0.06245294549768368
0.001873985935451396,0.23868170975251224,-0.06245294549874634,0.23868170975251224,-0.06245294549874634
0.0019739859354513957,0.2386817097516,-0.06245294549955323,0.2386817097516,-0.06245294549955323
0.0020739859354513956,0.23868170975076192,-0.06245294550016229,0.23868170975076192,-0.06245294550016229
0.0021739859354513954,0.23868170974998543,-0.06245294550061952,0.23868170974998543,-0.06245294550061952
0.0022739859354513952,0.23868170974925942,-0.062452945500960345,0.23868170974925942,-0.062452945500960345
0.002373985935451395,0.2386817097485808,-0.062452945501191945,0.2386817097485808,-0.062452945501191945
0.002473985935451395,0.23868170974795122,-0.06245294550132284,0.23868170974795122,-0.06245294550132284
0.0025739859354513947,0.23868170974737266,-0.06245294550135633,0.23868170974737266,-0.06245294550135633
0.0026739859354513945,0.23868170974684585,-0.062452945501299255,0.23868170974684585,-0.062452945501299255
0.0027739859354513944,0.23868170974637282,-0.06245294550116012,0.23868170974637282,-0.06245294550116012
0.002873985935451394,0.23868170974595057,-0.06245294550094608,0.23868170974595057,-0.06245294550094608
0.002973985935451394,0.2386817097455753,-0.06245294550067647,0.2386817097455753,-0.06245294550067647
0.003073985935451394,0.23868170974524427,-0.062452945500353206,0.23868170974524427,-0.062452945500353206
0.0031739859354513937,0.2386817097449539,-0.06245294549999216,0.2386817097449539,-0.06245294549999216
0.0032739859354513935,0.23868170974470237,-0.06245294549959519,0.23868170974470237,-0.06245294549959519
0.0033739859354513933,0.23868170974448935,-0.06245294549916924,0.23868170974448935,-0.06245294549916924
0.003473985935451393,0.2386817097443122,-0.06245294549871453,0.2386817097443122,-0.06245294549871453
0.003573985935451393,0.23868170974417,-0.0624529454982415,0.23868170974417,-0.0624529454982415
0.003673985935451393,0.2386817097440622,-0.06245294549774673,0.2386817097440622,-0.06245294549774673
0.0037739859354513927,0.23868170974398623,-0.06245294549723908,0.23868170974398623,-0.06245294549723908
0.0038739859354513925,0.23868170974394248,-0.062452945496720244,0.23868170974394248,-0.062452945496720244
0.003973985935451393,0.23868170974392813,-0.06245294549619044,0.23868170974392813,-0.06245294549619044
0.004073985935451393,0.23868170974394248,-0.062452945495654916,0.23868170974394248,-0.062452945495654916
0.004173985935451393,0.23868170974398265,-0.06245294549511737,0.23868170974398265,-0.06245294549511737
0.0042739859354513935,0.2386817097440487,-0.06245294549457604,0.2386817097440487,-0.06245294549457604
0.004373985935451394,0.2386817097441387,-0.06245294549403455,0.2386817097441387,-0.06245294549403455
0.004473985935451394,0.23868170974425323,-0.06245294549349633,0.23868170974425323,-0.06245294549349633
0.004573985935451394,0.23868170974438896,-0.06245294549295989,0.23868170974438896,-0.06245294549295989
0.004673985935451395,0.23868170974454767,-0.06245294549242856,0.23868170974454767,-0.06245294549242856
0.004773985935451395,0.2386817097447263,-0.062452945491902584,0.2386817097447263,-0.062452945491902584
0.004873985935451395,0.23868170974492514,-0.06245294549138364,0.23868170974492514,-0.06245294549138364
0.004973985935451395,0.23868170974514197,-0.0624529454908754,0.23868170974514197,-0.0624529454908754
0.005073985935451396,0.23868170974537645,-0.06245294549037096,0.23868170974537645,-0.06245294549037096
0.005173985935451396,0.23868170974562763,-0.062452945489879036,0.23868170974562763,-0.062452945489879036
0.005273985935451396,0.2386817097458963,-0.06245294548939439,0.2386817097458963,-0.06245294548939439
0.005373985935451396,0.2386817097461797,-0.06245294548892068,0.2386817097461797,-0.06245294548892068
0.005473985935451397,0.23868170974647798,-0.062452945488461364,0.23868170974647798,-0.062452945488461364
0.005573985935451397,0.23868170974679,-0.06245294548801307,0.23868170974679,-0.06245294548801307
0.005673985935451397,0.23868170974711514,-0.062452945487572395,0.23868170974711514,-0.062452945487572395
0.0057739859354513975,0.23868170974745315,-0.06245294548715318,0.23868170974745315,-0.06245294548715318
0.005873985935451398,0.23868170974780317,-0.062452945486738215,0.23868170974780317,-0.062452945486738215
0.005973985935451398,0.23868170974816416,-0.0624529454863414,0.23868170974816416,-0.0624529454863414
0.006073985935451398,0.23868170974853511,-0.06245294548595245,0.23868170974853511,-0.06245294548595245
0.0061739859354513985,0.23868170974891487,-0.06245294548558356,0.23868170974891487,-0.06245294548558356
0.006273985935451399,0.2386817097493047,-0.06245294548522599,0.2386817097493047,-0.06245294548522599
0.006373985935451399,0.23868170974970282,-0.062452945484883324,0.23868170974970282,-0.062452945484883324
0.006473985935451399,0.23868170975010938,-0.062452945484553817,0.23868170975010938,-0.062452945484553817
0.0065739859354514,0.23868170975052183,-0.06245294548423942,0.23868170975052183,-0.06245294548423942
0.0066739859354514,0.23868170975094152,-0.062452945483938295,0.23868170975094152,-0.062452945483938295
0.0067739859354514,0.23868170975136727,-0.06245294548365399,0.23868170975136727,-0.06245294548365399
0.0068739859354514,0.2386817097517994,-0.062452945483383,0.2386817097517994,-0.062452945483383
