Time,generator-3-1_ir_cnv,generator-3-1_ii_cnv,generator-1-1_ir_cnv,generator-1-1_ii_cnv,generator-1-1_i_mag,generator-3-1_i_mag
0.0,0.45928064014527653,0.9440909900473743,0.1611274430919855,0.2462827957613027,0.29430811814383334,1.049879280632248
1.0e-6,0.45928064014527653,0.9440909900473743,0.1611274430919855,0.2462827957613027,0.29430811814383334,1.049879280632248
4.361658533110106e-6,0.45928064014527653,0.9440909900473743,0.1611274430919855,0.2462827957613027,0.29430811814383334,1.049879280632248
1.3156186137846124e-5,0.45928064014527653,0.9440909900473743,0.1611274430919855,0.2462827957613027,0.29430811814383334,1.049879280632248
2.498281352742041e-5,0.45928064014527653,0.9440909900473743,0.1611274430919855,0.2462827957613027,0.29430811814383334,1.049879280632248
4.221572971943619e-5,0.45928064014527653,0.9440909900473743,0.1611274430919855,0.2462827957613027,0.29430811814383334,1.049879280632248
7.631661262321457e-5,0.45928064014527653,0.9440909900473743,0.1611274430919855,0.24628279576130271,0.29430811814383334,1.049879280632248
0.0001262324663313261,0.45928064014527653,0.9440909900473743,0.16112744309198548,0.24628279576130277,0.2943081181438334,1.049879280632248
0.00021848488522511572,0.45928064014527653,0.9440909900473742,0.16112744309198548,0.2462827957613029,0.2943081181438335,1.049879280632248
0.0003184848852251157,0.4592806401452765,0.9440909900473742,0.1611274430919855,0.24628279576130313,0.29430811814383373,1.049879280632248
0.0004184848852251157,0.45928064014527653,0.9440909900473743,0.16112744309198554,0.2462827957613034,0.29430811814383395,1.049879280632248
0.0005184848852251157,0.45928064014527664,0.9440909900473744,0.1611274430919856,0.2462827957613035,0.29430811814383406,1.0498792806322481
0.0006184848852251157,0.4592806401452767,0.9440909900473743,0.16112744309198562,0.24628279576130357,0.2943081181438341,1.0498792806322481
0.0007184848852251158,0.45928064014527664,0.9440909900473743,0.16112744309198554,0.24628279576130357,0.29430811814383406,1.049879280632248
0.0008184848852251158,0.45928064014527664,0.9440909900473744,0.16112744309198546,0.24628279576130355,0.294308118143834,1.0498792806322481
0.0009184848852251159,0.45928064014527664,0.9440909900473743,0.16112744309198543,0.24628279576130355,0.294308118143834,1.049879280632248
0.001018484885225116,0.45928064014527653,0.9440909900473743,0.1611274430919854,0.24628279576130346,0.2943081181438339,1.049879280632248
0.001118484885225116,0.45928064014527653,0.9440909900473742,0.16112744309198548,0.24628279576130332,0.29430811814383384,1.049879280632248
0.001218484885225116,0.45928064014527653,0.9440909900473741,0.1611274430919856,0.2462827957613032,0.29430811814383384,1.0498792806322477
0.001318484885225116,0.45928064014527653,0.9440909900473742,0.16112744309198565,0.2462827957613032,0.2943081181438339,1.049879280632248
0.001418484885225116,0.4592806401452766,0.9440909900473742,0.16112744309198565,0.2462827957613033,0.2943081181438339,1.049879280632248
0.0015184848852251161,0.4592806401452766,0.9440909900473743,0.16112744309198568,0.24628279576130338,0.294308118143834,1.049879280632248
0.0016184848852251162,0.4592806401452764,0.9440909900473746,0.1611274430919857,0.2462827957613034,0.29430811814383406,1.0498792806322481
0.0017184848852251162,0.45928064014527653,0.9440909900473746,0.16112744309198568,0.24628279576130338,0.294308118143834,1.0498792806322481
0.0018184848852251163,0.4592806401452767,0.9440909900473746,0.1611274430919856,0.24628279576130332,0.2943081181438339,1.0498792806322483
0.0019184848852251163,0.45928064014527675,0.9440909900473746,0.1611274430919855,0.2462827957613033,0.29430811814383384,1.0498792806322483
0.0020184848852251164,0.45928064014527675,0.9440909900473745,0.16112744309198546,0.24628279576130327,0.2943081181438338,1.0498792806322481
0.002118484885225116,0.45928064014527675,0.9440909900473745,0.16112744309198543,0.2462827957613033,0.2943081181438338,1.0498792806322481
0.002218484885225116,0.4592806401452767,0.9440909900473745,0.1611274430919856,0.24628279576130332,0.2943081181438339,1.0498792806322481
0.002318484885225116,0.4592806401452767,0.9440909900473745,0.16112744309198576,0.24628279576130332,0.294308118143834,1.0498792806322481
0.0024184848852251157,0.4592806401452767,0.9440909900473746,0.16112744309198596,0.24628279576130332,0.2943081181438341,1.0498792806322483
0.0025184848852251155,0.45928064014527675,0.9440909900473748,0.16112744309198623,0.24628279576130327,0.29430811814383423,1.0498792806322486
0.0026184848852251153,0.4592806401452769,0.9440909900473752,0.16112744309198646,0.2462827957613032,0.2943081181438343,1.0498792806322488
0.002718484885225115,0.45928064014527725,0.9440909900473753,0.1611274430919864,0.24628279576130324,0.2943081181438343,1.0498792806322492
0.002818484885225115,0.4592806401452774,0.9440909900473753,0.16112744309198604,0.24628279576130332,0.2943081181438342,1.0498792806322492
0.002918484885225115,0.4592806401452774,0.9440909900473754,0.1611274430919856,0.24628279576130344,0.294308118143834,1.0498792806322492
0.0030184848852251147,0.4592806401452774,0.9440909900473754,0.16112744309198543,0.24628279576130355,0.294308118143834,1.0498792806322492
0.0031184848852251145,0.4592806401452776,0.9440909900473754,0.16112744309198543,0.2462827957613036,0.29430811814383406,1.0498792806322492
0.0032184848852251143,0.4592806401452777,0.9440909900473755,0.16112744309198554,0.24628279576130355,0.29430811814383406,1.0498792806322494
0.003318484885225114,0.4592806401452778,0.9440909900473756,0.16112744309198543,0.24628279576130332,0.29430811814383384,1.0498792806322497
0.003418484885225114,0.4592806401452777,0.9440909900473755,0.16112744309198526,0.24628279576130305,0.2943081181438335,1.0498792806322494
0.003518484885225114,0.45928064014527764,0.9440909900473754,0.16112744309198523,0.2462827957613028,0.2943081181438333,1.0498792806322494
0.0036184848852251136,0.45928064014527764,0.9440909900473751,0.16112744309198518,0.24628279576130277,0.29430811814383323,1.049879280632249
0.0037184848852251135,0.45928064014527753,0.9440909900473746,0.16112744309198535,0.246282795761303,0.2943081181438335,1.0498792806322488
0.0038184848852251133,0.45928064014527736,0.9440909900473744,0.16112744309198565,0.2462827957613033,0.2943081181438339,1.0498792806322483
