Time,generator-102-1_ω,generator-101-1_ω
0.0,1.0,1.0
1.0e-6,1.0,1.0
4.812212072884613e-6,1.0,1.0
1.3316466506125189e-5,1.0,1.0
3.12267846296836e-5,1.0,1.0
6.0726254955862474e-5,1.0,1.0
0.0001264347075809582,1.0,1.0
0.0002264347075809582,1.0,1.0
0.0003264347075809582,1.0,1.0
0.0004264347075809582,1.0,1.0
0.0005264347075809582,1.0,1.0
0.0006264347075809583,1.0,1.0
0.0007264347075809583,1.0,1.0
0.0008264347075809584,1.0,1.0
0.0009264347075809584,1.0,1.0
0.0010264347075809583,1.0,1.0
0.0011264347075809584,1.0,1.0
0.0012264347075809584,1.0,1.0
0.0013264347075809585,1.0,1.0
0.0014264347075809585,1.0,1.0
0.0015264347075809586,1.0,1.0
0.0016264347075809586,1.0,1.0
0.0017264347075809587,1.0,1.0
0.0018264347075809587,1.0,1.0
0.0019264347075809588,1.0,1.0
0.002026434707580959,1.0,1.0
0.0021264347075809586,1.0,1.0
0.0022264347075809585,1.0,1.0
0.0023264347075809583,1.0,1.0
0.002426434707580958,1.0,1.0
0.002526434707580958,1.0,1.0
0.0026264347075809578,1.0,1.0
0.0027264347075809576,1.0,1.0
0.0028264347075809574,1.0,1.0
0.0029264347075809573,1.0,1.0
0.003026434707580957,1.0,1.0
0.003126434707580957,1.0,1.0
0.0032264347075809567,1.0,1.0
0.0033264347075809566,1.0,1.0
0.0034264347075809564,1.0,1.0
0.0035264347075809562,1.0,1.0
0.003626434707580956,1.0,1.0
0.003726434707580956,1.0,1.0
0.0038264347075809557,1.0,1.0
0.003926434707580956,1.0,1.0
0.004026434707580956,1.0,1.0
0.0041264347075809565,1.0,1.0
0.004226434707580957,1.0,1.0
0.004326434707580957,1.0,1.0
0.004426434707580957,1.0,1.0
0.0045264347075809576,1.0,1.0
0.004626434707580958,1.0,1.0
0.004726434707580958,1.0,1.0
0.004826434707580958,1.0,1.0
0.004926434707580959,1.0,1.0
0.005026434707580959,1.0,1.0
0.005126434707580959,1.0,1.0
0.005226434707580959,1.0,1.0
0.00532643470758096,1.0,1.0
0.00542643470758096,1.0,1.0
0.00552643470758096,1.0,1.0
0.0056264347075809604,1.0,1.0
0.005726434707580961,1.0,1.0
0.005826434707580961,1.0,1.0
0.005926434707580961,1.0,1.0
0.0060264347075809615,1.0,1.0
0.006126434707580962,1.0,1.0
0.006226434707580962,1.0,1.0
0.006326434707580962,1.0,1.0
0.0064264347075809625,1.0,1.0
0.006526434707580963,1.0,1.0
0.006626434707580963,1.0,1.0
0.006726434707580963,1.0,1.0
0.006826434707580964,1.0,1.0
0.006926434707580964,1.0,1.0
0.007026434707580964,1.0,1.0
0.007126434707580964,1.0,1.0
0.007226434707580965,1.0,1.0
0.007326434707580965,1.0,1.0
0.007426434707580965,1.0,1.0
0.007526434707580965,1.0,1.0
0.007626434707580966,1.0,1.0
