Time,BUS 1-BUS 2-i_1_static_I_R,BUS 1-BUS 2-i_1_static_I_I
0.0,0.2386817097781087,-0.06245294538506781
1.0e-6,0.23868170977808678,-0.06245294538561603
3.7812613700528607e-6,0.23868170977879885,-0.06245294538709738
1.1921022490178842e-5,0.23868170978648556,-0.06245294538900454
2.3242904705384947e-5,0.23868170980336842,-0.062452945379980085
3.61227583805526e-5,0.2386817098145527,-0.06245294535567903
5.274553553664655e-5,0.23868170980720446,-0.062452945328583864
7.664719024442204e-5,0.23868170980078923,-0.06245294532330272
0.00010311450670164287,0.2386817098193923,-0.06245294530544546
0.00013414522470257587,0.2386817098144252,-0.06245294528185673
0.00017251993507356482,0.23868170982572942,-0.06245294527374049
0.0002188080226827643,0.2386817098249372,-0.06245294526166586
0.00027716912940567646,0.238681709832493,-0.0624529452610532
0.00036973058621452194,0.23868170983353257,-0.062452945288083386
0.00046973058621452193,0.23868170982605716,-0.062452945341047866
0.000569730586214522,0.238681709811359,-0.06245294540730999
0.000669730586214522,0.23868170979130746,-0.06245294547565416
0.0007697305862145221,0.2386817097680043,-0.06245294553703768
0.0008697305862145221,0.23868170974353603,-0.062452945585514695
0.0009697305862145222,0.2386817097197694,-0.062452945618414885
0.001069730586214522,0.2386817096981949,-0.06245294563588715
0.0011697305862145221,0.2386817096798301,-0.062452945640018256
0.0012697305862145222,0.23868170966520078,-0.06245294563394547
0.0013697305862145222,0.23868170965437874,-0.062452945621021626
0.0014697305862145223,0.23868170964706398,-0.06245294560429861
0.0015697305862145223,0.23868170964267194,-0.062452945586209084
0.0016697305862145224,0.23868170964047836,-0.062452945568496274
0.0017697305862145224,0.23868170963972937,-0.06245294555226762
0.0018697305862145225,0.23868170963973925,-0.06245294553808561
0.0019697305862145225,0.2386817096399787,-0.062452945526088786
0.0020697305862145223,0.2386817096401126,-0.06245294551609776
0.002169730586214522,0.23868170964000418,-0.0624529455077238
0.002269730586214522,0.2386817096397049,-0.06245294550047345
0.002369730586214522,0.23868170963938165,-0.06245294549382856
0.0024697305862145216,0.23868170963928217,-0.062452945487344154
0.0025697305862145215,0.23868170963966712,-0.06245294548068842
0.0026697305862145213,0.2386817096407643,-0.06245294547368256
0.002769730586214521,0.2386817096427456,-0.0624529454662871
0.002869730586214521,0.23868170964570687,-0.06245294545858095
0.002969730586214521,0.23868170964967256,-0.06245294545073685
0.0030697305862145206,0.23868170965460664,-0.0624529454429548
0.0031697305862145204,0.23868170966041752,-0.06245294543544782
0.0032697305862145203,0.23868170966699312,-0.06245294542841326
0.00336973058621452,0.23868170967418778,-0.06245294542198881
0.00346973058621452,0.2386817096818685,-0.06245294541629739
0.0035697305862145198,0.23868170968989436,-0.062452945411393325
0.0036697305862145196,0.23868170969814836,-0.06245294540730832
0.0037697305862145194,0.2386817097065166,-0.06245294540403926
0.0038697305862145192,0.2386817097149209,-0.06245294540156115
0.003969730586214519,0.23868170972329486,-0.062452945399853306
0.004069730586214519,0.23868170973158567,-0.0624529453988576
0.00416973058621452,0.23868170973975583,-0.06245294539853896
0.00426973058621452,0.2386817097477751,-0.06245294539885308
0.00436973058621452,0.23868170975561595,-0.06245294539977618
0.00446973058621452,0.2386817097632461,-0.06245294540126064
0.004569730586214521,0.23868170977064035,-0.062452945403292895
0.004669730586214521,0.23868170977775982,-0.06245294540584314
0.004769730586214521,0.23868170978457384,-0.06245294540888613
0.0048697305862145214,0.2386817097910437,-0.06245294541238859
0.004969730586214522,0.23868170979713849,-0.06245294541632701
0.005069730586214522,0.23868170980281952,-0.062452945420671584
0.005169730586214522,0.23868170980805545,-0.06245294542537464
0.0052697305862145225,0.2386817098128205,-0.062452945430414
0.005369730586214523,0.23868170981708944,-0.06245294543572937
0.005469730586214523,0.23868170982084966,-0.062452945441290625
0.005569730586214523,0.23868170982408057,-0.062452945447037125
0.0056697305862145235,0.2386817098267817,-0.062452945452929155
0.005769730586214524,0.2386817098289562,-0.062452945458924915
0.005869730586214524,0.23868170983059744,-0.062452945464979995
0.005969730586214524,0.23868170983171066,-0.062452945471038634
0.006069730586214525,0.2386817098323094,-0.06245294547707383
0.006169730586214525,0.23868170983240541,-0.06245294548302929
0.006269730586214525,0.238681709832014,-0.06245294548887098
0.006369730586214525,0.23868170983116177,-0.06245294549456739
0.006469730586214526,0.23868170982986509,-0.06245294550008265
0.006569730586214526,0.23868170982814446,-0.06245294550539265
0.006669730586214526,0.23868170982601783,-0.062452945510454466
0.006769730586214526,0.23868170982352513,-0.06245294551525459
0.006869730586214527,0.23868170982068596,-0.06245294551976034
0.006969730586214527,0.23868170981753373,-0.062452945523960454
0.007069730586214527,0.23868170981409179,-0.06245294552782539
0.0071697305862145275,0.23868170981039644,-0.06245294553133674
0.007269730586214528,0.2386817098064778,-0.0624529455344904
0.007369730586214528,0.238681709802375,-0.06245294553726427
0.007469730586214528,0.23868170979811987,-0.062452945539671394
0.0075697305862145285,0.2386817097937379,-0.062452945541690744
0.007669730586214529,0.23868170978926465,-0.06245294554331953
0.007769730586214529,0.23868170978473746,-0.06245294554456171
0.007869730586214528,0.23868170978018693,-0.06245294554542526
0.007969730586214528,0.23868170977564165,-0.06245294554590792
0.008069730586214527,0.238681709771134,-0.0624529455460158
0.008169730586214527,0.2386817097666928,-0.06245294554576045
0.008269730586214526,0.2386817097623493,-0.062452945545167074
0.008369730586214525,0.23868170975812356,-0.062452945544234105
0.008469730586214525,0.2386817097540434,-0.0624529455429801
0.008569730586214524,0.23868170975013087,-0.06245294554141889
0.008669730586214524,0.23868170974641442,-0.06245294553958972
0.008769730586214523,0.23868170974290082,-0.06245294553749555
0.008869730586214522,0.23868170973961242,-0.06245294553516226
0.008969730586214522,0.23868170973656536,-0.06245294553261279
0.009069730586214521,0.2386817097337697,-0.062452945529861935
0.00916973058621452,0.2386817097312414,-0.06245294552694647
0.00926973058621452,0.23868170972898403,-0.06245294552387822
0.00936973058621452,0.23868170972700906,-0.062452945520685685
0.009469730586214519,0.2386817097253205,-0.06245294551739794
0.009569730586214518,0.23868170972391778,-0.062452945514035796
0.009669730586214518,0.23868170972280814,-0.062452945510629805
0.009769730586214517,0.23868170972197886,-0.0624529455071948
0.009869730586214516,0.23868170972143643,-0.06245294550374931
0.009969730586214516,0.23868170972117475,-0.06245294550032838
0.010069730586214515,0.23868170972118893,-0.06245294549695144
0.010169730586214515,0.23868170972146588,-0.06245294549364199
0.010269730586214514,0.23868170972199435,-0.062452945490414746
0.010369730586214513,0.2386817097227635,-0.06245294548726713
0.010469730586214513,0.23868170972377367,-0.06245294548425618
0.010569730586214512,0.23868170972499822,-0.062452945481373597
0.010669730586214511,0.23868170972642302,-0.06245294547863088
0.010769730586214511,0.238681709728043,-0.06245294547605265
0.01086973058621451,0.23868170972983271,-0.06245294547365301
0.01096973058621451,0.23868170973177308,-0.06245294547143693
0.011069730586214509,0.23868170973385044,-0.062452945469408924
0.011169730586214508,0.23868170973604974,-0.06245294546758403
0.011269730586214508,0.23868170973834568,-0.062452945465955596
0.011369730586214507,0.23868170974072989,-0.06245294546453986
0.011469730586214507,0.23868170974317965,-0.062452945463336844
0.011569730586214506,0.23868170974567657,-0.062452945462348024
0.011669730586214505,0.2386817097481959,-0.0624529454615667
0.011769730586214505,0.23868170975073322,-0.06245294546099494
0.011869730586214504,0.23868170975326666,-0.062452945460637954
0.011969730586214504,0.23868170975577696,-0.06245294546047301
0.012069730586214503,0.23868170975824668,-0.06245294546051188
0.012169730586214502,0.2386817097606664,-0.062452945460739734
0.012269730586214502,0.23868170976302117,-0.06245294546114565
0.012369730586214501,0.23868170976529562,-0.062452945461729116
0.0124697305862145,0.23868170976747904,-0.06245294546248577
0.0125697305862145,0.23868170976955275,-0.06245294546339807
0.0126697305862145,0.23868170977151149,-0.062452945464443944
0.012769730586214499,0.23868170977334813,-0.062452945465625694
0.012869730586214498,0.23868170977505251,-0.062452945466926826
0.012969730586214498,0.23868170977661754,-0.06245294546834268
0.013069730586214497,0.23868170977803574,-0.06245294546984276
0.013169730586214496,0.2386817097793025,-0.06245294547141875
0.013269730586214496,0.2386817097804221,-0.062452945473066866
0.013369730586214495,0.23868170978138287,-0.06245294547477247
0.013469730586214495,0.23868170978218117,-0.062452945476525454
0.013569730586214494,0.23868170978281883,-0.062452945478291104
0.013669730586214493,0.23868170978330375,-0.06245294548007915
0.013769730586214493,0.23868170978363432,-0.062452945481872454
0.013869730586214492,0.2386817097838092,-0.06245294548366246
0.013969730586214492,0.2386817097838302,-0.06245294548542136
0.014069730586214491,0.2386817097837065,-0.062452945487148415
0.01416973058621449,0.23868170978344555,-0.0624529454888344
0.01426973058621449,0.2386817097830491,-0.062452945490474004
0.014369730586214489,0.23868170978251949,-0.06245294549203934
0.014469730586214489,0.2386817097818763,-0.06245294549353237
0.014569730586214488,0.23868170978111888,-0.062452945494947905
0.014669730586214487,0.23868170978025846,-0.062452945496288555
0.014769730586214487,0.23868170977929648,-0.06245294549752999
0.014869730586214486,0.23868170977825284,-0.06245294549867582
0.014969730586214485,0.2386817097771287,-0.06245294549971385
0.015069730586214485,0.23868170977593675,-0.06245294550064307
0.015169730586214484,0.23868170977469277,-0.062452945501462256
0.015269730586214484,0.23868170977339676,-0.062452945502176595
0.015369730586214483,0.23868170977206285,-0.06245294550276766
0.015469730586214482,0.23868170977069883,-0.06245294550324696
0.015569730586214482,0.23868170976931954,-0.06245294550361161
0.015669730586214483,0.23868170976793018,-0.06245294550386116
0.015769730586214482,0.23868170976654268,-0.0624529455040068
0.015869730586214482,0.23868170976515848,-0.062452945504034595
0.01596973058621448,0.2386817097637962,-0.06245294550395515
0.01606973058621448,0.23868170976245837,-0.06245294550377522
0.01616973058621448,0.23868170976115724,-0.06245294550349899
0.01626973058621448,0.23868170975989383,-0.062452945503126404
0.01636973058621448,0.2386817097586759,-0.062452945502668965
0.016469730586214478,0.23868170975751254,-0.06245294550212074
0.016569730586214478,0.23868170975641015,-0.06245294550150027
0.016669730586214477,0.238681709755371,-0.06245294550080737
0.016769730586214476,0.23868170975440087,-0.062452945500048505
0.016869730586214476,0.23868170975350306,-0.0624529454992286
0.016969730586214475,0.23868170975268252,-0.062452945498368016
0.017069730586214475,0.2386817097519361,-0.06245294549745662
0.017169730586214474,0.23868170975127348,-0.06245294549650404
0.017269730586214473,0.2386817097506932,-0.062452945495522494
0.017369730586214473,0.2386817097502005,-0.06245294549451848
0.017469730586214472,0.2386817097497872,-0.06245294549350647
0.01756973058621447,0.23868170974944963,-0.06245294549247985
0.01766973058621447,0.23868170974919997,-0.06245294549145322
0.01776973058621447,0.23868170974902966,-0.062452945490429
0.01786973058621447,0.23868170974893965,-0.06245294548941746
0.01796973058621447,0.2386817097489241,-0.062452945488420814
0.01806973058621447,0.23868170974898026,-0.062452945487444456
0.018169730586214468,0.23868170974911054,-0.06245294548649512
0.018269730586214467,0.23868170974930594,-0.06245294548558042
0.018369730586214467,0.23868170974956537,-0.062452945484712565
0.018469730586214466,0.23868170974988293,-0.06245294548387816
0.018569730586214465,0.23868170975025288,-0.062452945483096725
0.018669730586214465,0.23868170975067293,-0.06245294548236494
0.018769730586214464,0.2386817097511352,-0.06245294548167825
0.018869730586214464,0.23868170975164008,-0.06245294548105047
0.018969730586214463,0.23868170975217748,-0.062452945480472005
0.019069730586214462,0.23868170975274636,-0.062452945479955044
0.019169730586214462,0.238681709753338,-0.06245294547950202
0.01926973058621446,0.23868170975394803,-0.06245294547909768
0.01936973058621446,0.23868170975457373,-0.0624529454787665
0.01946973058621446,0.23868170975520797,-0.06245294547849169
0.01956973058621446,0.23868170975584269,-0.062452945478282576
0.01966973058621446,0.23868170975647343,-0.06245294547812392
0.019769730586214458,0.23868170975709974,-0.06245294547802615
0.019869730586214458,0.23868170975771716,-0.062452945477986146
0.019969730586214457,0.2386817097583172,-0.06245294547799594
0.020069730586214456,0.23868170975890216,-0.062452945478060524
0.020169730586214456,0.23868170975945904,-0.06245294547817748
0.020269730586214455,0.23868170975999115,-0.062452945478339635
0.020369730586214455,0.23868170976049002,-0.06245294547854071
0.020469730586214454,0.23868170976095932,-0.062452945478780435
0.020569730586214453,0.23868170976139522,-0.062452945479062584
0.020669730586214453,0.23868170976179334,-0.06245294547938055
0.020769730586214452,0.23868170976214886,-0.062452945479727816
0.02086973058621445,0.23868170976246197,-0.06245294548009746
0.02096973058621445,0.23868170976273229,-0.06245294548048949
0.02106973058621445,0.23868170976295952,-0.0624529454809022
0.02116973058621445,0.23868170976314218,-0.06245294548132362
0.02126973058621445,0.2386817097632813,-0.06245294548176232
0.02136973058621445,0.23868170976337238,-0.06245294548220306
0.021469730586214448,0.2386817097634215,-0.06245294548265056
