Time,generator-3-1_ir_cnv,generator-3-1_ii_cnv,generator-1-1_ir_cnv,generator-1-1_ii_cnv
0.0,1.185405059808831,-0.4313197581223558,0.4813510653569936,-0.15108327114021225
1.0e-6,1.185405059808831,-0.4313197581223558,0.4813510653569936,-0.15108327114021225
3.68700215278788e-6,1.185405059808831,-0.4313197581223558,0.4813510653569936,-0.15108327114021225
2.702681571201684e-5,1.185405059808831,-0.43131975812235585,0.48135106535699357,-0.15108327114021225
9.817585781869229e-5,1.1854050598088308,-0.43131975812235596,0.4813510653569934,-0.15108327114021222
0.0001981758578186923,1.185405059808831,-0.4313197581223559,0.48135106535699346,-0.15108327114021217
0.0002981758578186923,1.185405059808831,-0.43131975812235596,0.4813510653569937,-0.15108327114021197
0.0003981758578186923,1.1854050598088308,-0.43131975812235585,0.4813510653569938,-0.15108327114021167
0.0004981758578186923,1.1854050598088308,-0.4313197581223558,0.4813510653569938,-0.15108327114021142
0.0005981758578186923,1.185405059808831,-0.4313197581223557,0.48135106535699385,-0.15108327114021136
0.0006981758578186924,1.185405059808831,-0.43131975812235557,0.48135106535699385,-0.15108327114021142
0.0007981758578186924,1.1854050598088308,-0.4313197581223554,0.48135106535699385,-0.15108327114021153
0.0008981758578186925,1.1854050598088308,-0.43131975812235535,0.4813510653569939,-0.15108327114021164
0.0009981758578186924,1.1854050598088308,-0.43131975812235557,0.4813510653569939,-0.1510832711402117
0.0010981758578186924,1.1854050598088308,-0.4313197581223556,0.48135106535699373,-0.15108327114021172
0.0011981758578186925,1.185405059808831,-0.43131975812235546,0.4813510653569937,-0.15108327114021175
0.0012981758578186925,1.185405059808831,-0.43131975812235523,0.4813510653569936,-0.15108327114021186
0.0013981758578186926,1.1854050598088313,-0.4313197581223552,0.48135106535699357,-0.15108327114021192
0.0014981758578186926,1.1854050598088315,-0.43131975812235523,0.48135106535699357,-0.15108327114021183
0.0015981758578186927,1.1854050598088315,-0.4313197581223553,0.4813510653569935,-0.15108327114021175
0.0016981758578186927,1.1854050598088317,-0.4313197581223553,0.4813510653569936,-0.15108327114021158
0.0017981758578186928,1.185405059808832,-0.43131975812235535,0.4813510653569938,-0.15108327114021142
0.0018981758578186928,1.185405059808832,-0.43131975812235535,0.48135106535699407,-0.15108327114021128
0.001998175857818693,1.185405059808832,-0.43131975812235557,0.4813510653569941,-0.15108327114021122
0.0020981758578186927,1.1854050598088313,-0.4313197581223558,0.4813510653569942,-0.15108327114021117
0.0021981758578186925,1.1854050598088313,-0.43131975812235585,0.4813510653569942,-0.1510832711402111
0.0022981758578186923,1.1854050598088313,-0.4313197581223556,0.48135106535699407,-0.1510832711402112
0.002398175857818692,1.185405059808831,-0.4313197581223554,0.48135106535699407,-0.1510832711402113
0.002498175857818692,1.1854050598088308,-0.43131975812235523,0.48135106535699407,-0.1510832711402115
0.002598175857818692,1.1854050598088313,-0.4313197581223551,0.48135106535699396,-0.1510832711402117
0.0026981758578186917,1.1854050598088317,-0.43131975812235507,0.48135106535699385,-0.15108327114021186
