Time,BUS 1-BUS 2-i_1_P,BUS 1-BUS 2-i_1_Q,BUS 1-BUS 2-i_1_static_P,BUS 1-BUS 2-i_1_static_Q
0.0,0.25074782109419336,0.05026968060663743,0.25074782109419336,0.05026968060663743
1.0e-6,0.2507478211513388,0.050269680610804036,0.2507478211513388,0.050269680610804036
4.277063132239351e-6,0.25074782114928706,0.05026968061268094,0.25074782114928706,0.05026968061268094
1.5459648746291085e-5,0.2507478211425668,0.05026968061884031,0.2507478211425668,0.05026968061884031
4.668515400574261e-5,0.2507478211259451,0.05026968063431246,0.2507478211259451,0.05026968063431246
8.86207996836193e-5,0.2507478211079246,0.050269680652035804,0.2507478211079246,0.050269680652035804
0.00014227330201063796,0.25074782109059296,0.05026968067151346,0.25074782109059296,0.05026968067151346
0.0002081150367275498,0.25074782107573906,0.050269680693045556,0.25074782107573906,0.050269680693045556
0.0002868346177671947,0.2507478210639634,0.05026968071771804,0.2507478210639634,0.05026968071771804
0.00037972866490755005,0.2507478210545116,0.05026968074620725,0.2507478210545116,0.05026968074620725
0.00047972866490755004,0.25074782104640336,0.050269680774700946,0.25074782104640336,0.050269680774700946
0.0005797286649075501,0.2507478210387916,0.05026968079869514,0.2507478210387916,0.05026968079869514
0.0006797286649075501,0.2507478210314242,0.05026968081693609,0.2507478210314242,0.05026968081693609
0.0007797286649075502,0.2507478210246824,0.05026968082975315,0.2507478210246824,0.05026968082975315
0.0008797286649075502,0.2507478210189501,0.050269680838598306,0.2507478210189501,0.050269680838598306
0.0009797286649075503,0.25074782101430937,0.05026968084523384,0.25074782101430937,0.05026968084523384
0.0010797286649075503,0.25074782101052,0.05026968085104538,0.25074782101052,0.05026968085104538
0.0011797286649075504,0.2507478210071816,0.0502696808567333,0.2507478210071816,0.0502696808567333
0.0012797286649075504,0.2507478210039285,0.050269680862368105,0.2507478210039285,0.050269680862368105
0.0013797286649075504,0.25074782100055587,0.05026968086765344,0.25074782100055587,0.05026968086765344
0.0014797286649075505,0.2507478209970478,0.05026968087223334,0.2507478209970478,0.05026968087223334
0.0015797286649075505,0.25074782099351733,0.050269680875889164,0.25074782099351733,0.050269680875889164
0.0016797286649075506,0.2507478209901202,0.05026968087860255,0.2507478209901202,0.05026968087860255
0.0017797286649075506,0.25074782098697657,0.05026968088051721,0.25074782098697657,0.05026968088051721
0.0018797286649075507,0.25074782098413634,0.05026968088184475,0.25074782098413634,0.05026968088184475
0.0019797286649075505,0.2507478209815805,0.050269680882778014,0.2507478209815805,0.050269680882778014
0.0020797286649075503,0.2507478209792536,0.05026968088343857,0.2507478209792536,0.05026968088343857
0.00217972866490755,0.25074782097709664,0.050269680883880265,0.25074782097709664,0.050269680883880265
0.00227972866490755,0.2507478209750663,0.050269680884104856,0.2507478209750663,0.050269680884104856
0.00237972866490755,0.2507478209731532,0.05026968088409741,0.2507478209731532,0.05026968088409741
0.0024797286649075496,0.2507478209713634,0.05026968088385012,0.2507478209713634,0.05026968088385012
0.0025797286649075495,0.25074782096971543,0.05026968088337368,0.25074782096971543,0.05026968088337368
0.0026797286649075493,0.2507478209682228,0.050269680882697565,0.2507478209682228,0.050269680882697565
0.002779728664907549,0.2507478209668873,0.05026968088185342,0.2507478209668873,0.05026968088185342
0.002879728664907549,0.2507478209657065,0.05026968088088312,0.2507478209657065,0.05026968088088312
0.002979728664907549,0.2507478209646681,0.05026968087981099,0.2507478209646681,0.05026968087981099
0.0030797286649075486,0.2507478209637579,0.05026968087865786,0.2507478209637579,0.05026968087865786
0.0031797286649075484,0.25074782096296366,0.05026968087743235,0.25074782096296366,0.05026968087743235
0.0032797286649075483,0.25074782096227816,0.050269680876147735,0.25074782096227816,0.050269680876147735
0.003379728664907548,0.2507478209616973,0.0502696808748046,0.2507478209616973,0.0502696808748046
0.003479728664907548,0.2507478209612207,0.05026968087341499,0.2507478209612207,0.05026968087341499
0.0035797286649075478,0.2507478209608465,0.05026968087198711,0.2507478209608465,0.05026968087198711
0.0036797286649075476,0.2507478209605687,0.050269680870528244,0.2507478209605687,0.050269680870528244
0.0037797286649075474,0.25074782096038667,0.05026968086904882,0.25074782096038667,0.05026968086904882
0.0038797286649075472,0.2507478209602938,0.05026968086755709,0.2507478209602938,0.05026968086755709
0.0039797286649075475,0.2507478209602868,0.05026968086606072,0.2507478209602868,0.05026968086606072
0.004079728664907548,0.25074782096035775,0.05026968086456381,0.25074782096035775,0.05026968086456381
0.004179728664907548,0.2507478209605052,0.05026968086307001,0.2507478209605052,0.05026968086307001
0.004279728664907548,0.2507478209607242,0.050269680861583524,0.2507478209607242,0.050269680861583524
0.0043797286649075486,0.25074782096101195,0.05026968086010711,0.25074782096101195,0.05026968086010711
0.004479728664907549,0.25074782096136616,0.050269680858647206,0.25074782096136616,0.050269680858647206
0.004579728664907549,0.25074782096178283,0.05026968085720383,0.25074782096178283,0.05026968085720383
0.004679728664907549,0.25074782096226017,0.05026968085578034,0.25074782096226017,0.05026968085578034
0.00477972866490755,0.25074782096279363,0.05026968085438191,0.25074782096279363,0.05026968085438191
0.00487972866490755,0.2507478209633813,0.05026968085300668,0.2507478209633813,0.05026968085300668
0.00497972866490755,0.25074782096402026,0.050269680851660864,0.25074782096402026,0.050269680851660864
0.00507972866490755,0.25074782096470916,0.05026968085034423,0.25074782096470916,0.05026968085034423
0.005179728664907551,0.2507478209654432,0.050269680849058904,0.2507478209654432,0.050269680849058904
0.005279728664907551,0.2507478209662207,0.05026968084780462,0.2507478209662207,0.05026968084780462
0.005379728664907551,0.2507478209670406,0.05026968084658525,0.2507478209670406,0.05026968084658525
0.0054797286649075514,0.25074782096789894,0.05026968084540137,0.25074782096789894,0.05026968084540137
0.005579728664907552,0.2507478209687946,0.05026968084425366,0.2507478209687946,0.05026968084425366
0.005679728664907552,0.2507478209697234,0.050269680843143434,0.2507478209697234,0.050269680843143434
0.005779728664907552,0.250747820970686,0.050269680842071056,0.250747820970686,0.050269680842071056
