Time,generator-3-1_ir_cnv,generator-3-1_ii_cnv,generator-1-1_ir_cnv,generator-1-1_ii_cnv,generator-1-1_i_mag,generator-3-1_i_mag
0.0,0.4159461113832807,0.23859413715401917,0.15709506719508437,0.07895884273213226,0.1758219525048726,0.4795188524543571
1.0e-6,0.4159461113832807,0.23859413715401917,0.15709506719508437,0.07895884273213226,0.1758219525048726,0.4795188524543571
4.230790680119188e-6,0.4159461113832807,0.23859413715401917,0.15709506719508437,0.07895884273213226,0.1758219525048726,0.4795188524543571
1.0731609194980292e-5,0.4159461113832807,0.23859413715401917,0.15709506719508437,0.07895884273213226,0.1758219525048726,0.4795188524543571
2.2381596034092946e-5,0.4159461113832807,0.23859413715401917,0.15709506719508437,0.07895884273213225,0.17582195250487256,0.4795188524543571
3.551329455282842e-5,0.4159461113832807,0.23859413715401917,0.15709506719508437,0.07895884273213223,0.17582195250487256,0.4795188524543571
5.751295174045511e-5,0.4159461113832807,0.23859413715401917,0.15709506719508437,0.07895884273213222,0.17582195250487256,0.4795188524543571
8.799889420532585e-5,0.4159461113832807,0.2385941371540192,0.15709506719508437,0.07895884273213222,0.17582195250487256,0.4795188524543571
0.0001427206574002084,0.4159461113832807,0.23859413715401917,0.15709506719508437,0.07895884273213222,0.17582195250487256,0.4795188524543571
0.00022414768160933972,0.4159461113832807,0.23859413715401898,0.15709506719508431,0.0789588427321322,0.1758219525048725,0.479518852454357
0.0003241476816093397,0.41594611138328064,0.23859413715401867,0.15709506719508434,0.07895884273213222,0.17582195250487254,0.47951885245435677
0.0004241476816093397,0.41594611138328047,0.23859413715401828,0.15709506719508437,0.07895884273213234,0.17582195250487262,0.47951885245435644
0.0005241476816093397,0.4159461113832804,0.23859413715401795,0.15709506719508437,0.07895884273213252,0.1758219525048727,0.4795188524543562
0.0006241476816093397,0.41594611138328047,0.23859413715401784,0.15709506719508426,0.07895884273213269,0.17582195250487268,0.4795188524543562
0.0007241476816093398,0.41594611138328047,0.23859413715401778,0.15709506719508426,0.07895884273213284,0.17582195250487273,0.47951885245435616
0.0008241476816093398,0.4159461113832804,0.23859413715401775,0.15709506719508434,0.07895884273213288,0.17582195250487284,0.4795188524543561
0.0009241476816093399,0.41594611138328036,0.2385941371540177,0.15709506719508443,0.07895884273213273,0.17582195250487284,0.47951885245435605
0.00102414768160934,0.41594611138328036,0.23859413715401764,0.15709506719508448,0.07895884273213247,0.17582195250487276,0.47951885245435605
0.00112414768160934,0.41594611138328025,0.2385941371540176,0.1570950671950842,0.07895884273213218,0.1758219525048724,0.4795188524543559
0.00122414768160934,0.4159461113832801,0.23859413715401753,0.15709506719508398,0.07895884273213193,0.1758219525048721,0.4795188524543557
0.00132414768160934,0.4159461113832799,0.23859413715401742,0.1570950671950838,0.07895884273213173,0.17582195250487181,0.4795188524543555
0.00142414768160934,0.4159461113832798,0.23859413715401734,0.1570950671950837,0.0789588427321316,0.1758219525048717,0.4795188524543554
0.0015241476816093402,0.4159461113832798,0.2385941371540173,0.1570950671950838,0.0789588427321316,0.17582195250487176,0.4795188524543554
0.0016241476816093402,0.4159461113832797,0.23859413715401745,0.15709506719508395,0.07895884273213181,0.175821952504872,0.4795188524543553
0.0017241476816093402,0.41594611138327964,0.2385941371540179,0.15709506719508393,0.07895884273213212,0.17582195250487212,0.4795188524543555
0.0018241476816093403,0.4159461113832797,0.23859413715401825,0.15709506719508395,0.07895884273213245,0.1758219525048723,0.47951885245435577
0.0019241476816093403,0.4159461113832797,0.2385941371540185,0.157095067195084,0.07895884273213269,0.17582195250487245,0.4795188524543559
0.00202414768160934,0.4159461113832797,0.23859413715401864,0.15709506719508415,0.0789588427321328,0.17582195250487262,0.47951885245435594
0.00212414768160934,0.4159461113832799,0.23859413715401875,0.15709506719508423,0.07895884273213287,0.17582195250487273,0.47951885245435616
0.00222414768160934,0.41594611138328,0.2385941371540189,0.15709506719508434,0.07895884273213284,0.1758219525048728,0.4795188524543564
0.0023241476816093396,0.41594611138328014,0.238594137154019,0.15709506719508443,0.0789588427321327,0.17582195250487284,0.4795188524543565
0.0024241476816093395,0.4159461113832802,0.23859413715401898,0.15709506719508423,0.0789588427321324,0.1758219525048725,0.47951885245435655
0.0025241476816093393,0.41594611138328025,0.2385941371540189,0.15709506719508404,0.07895884273213219,0.17582195250487226,0.47951885245435655
0.002624147681609339,0.4159461113832804,0.23859413715401903,0.15709506719508406,0.0789588427321323,0.17582195250487231,0.4795188524543567
0.002724147681609339,0.41594611138328075,0.23859413715401945,0.15709506719508415,0.07895884273213262,0.17582195250487254,0.47951885245435727
0.002824147681609339,0.4159461113832812,0.23859413715402011,0.15709506719508426,0.07895884273213294,0.17582195250487279,0.479518852454358
0.0029241476816093386,0.41594611138328136,0.2385941371540208,0.15709506719508431,0.07895884273213323,0.17582195250487298,0.4795188524543585
0.0030241476816093384,0.41594611138328147,0.23859413715402122,0.15709506719508431,0.07895884273213333,0.175821952504873,0.47951885245435877
0.0031241476816093383,0.41594611138328125,0.23859413715402122,0.15709506719508443,0.07895884273213319,0.17582195250487304,0.47951885245435855
0.003224147681609338,0.415946111383281,0.238594137154021,0.15709506719508454,0.07895884273213301,0.17582195250487306,0.47951885245435827
0.003324147681609338,0.41594611138328097,0.23859413715402064,0.15709506719508473,0.07895884273213288,0.17582195250487317,0.47951885245435805
0.0034241476816093378,0.415946111383281,0.23859413715402047,0.157095067195085,0.07895884273213287,0.17582195250487342,0.479518852454358
0.0035241476816093376,0.4159461113832811,0.2385941371540205,0.15709506719508518,0.07895884273213293,0.1758219525048736,0.47951885245435805
0.0036241476816093374,0.41594611138328125,0.2385941371540207,0.1570950671950853,0.078958842732133,0.17582195250487373,0.47951885245435827
0.0037241476816093372,0.4159461113832816,0.238594137154021,0.15709506719508523,0.07895884273213317,0.17582195250487376,0.4795188524543587
0.003824147681609337,0.415946111383282,0.2385941371540213,0.15709506719508526,0.07895884273213341,0.1758219525048739,0.47951885245435927
0.003924147681609337,0.41594611138328225,0.23859413715402156,0.15709506719508537,0.07895884273213359,0.17582195250487406,0.4795188524543596
0.004024147681609337,0.4159461113832821,0.23859413715402147,0.15709506719508542,0.0789588427321336,0.17582195250487412,0.4795188524543594
0.004124147681609337,0.41594611138328164,0.23859413715402106,0.15709506719508542,0.07895884273213356,0.17582195250487412,0.4795188524543588
0.004224147681609338,0.41594611138328136,0.23859413715402075,0.15709506719508537,0.07895884273213348,0.17582195250487404,0.47951885245435844
0.004324147681609338,0.4159461113832812,0.23859413715402056,0.15709506719508526,0.07895884273213336,0.17582195250487387,0.4795188524543582
0.004424147681609338,0.4159461113832813,0.23859413715402045,0.15709506719508512,0.07895884273213319,0.17582195250487367,0.4795188524543582
0.0045241476816093385,0.4159461113832816,0.2385941371540204,0.15709506719508504,0.0789588427321329,0.17582195250487345,0.47951885245435844
0.004624147681609339,0.4159461113832818,0.2385941371540202,0.15709506719508495,0.07895884273213254,0.17582195250487323,0.47951885245435855
