Time,BUS 1-BUS 2-i_1_static_P,BUS 1-BUS 2-i_1_static_Q
0.0,0.3766464125984172,0.04611161731769125
1.0e-6,0.3766464125984173,0.04611161731769124
7.570980013977943e-6,0.3766464125984177,0.046111617317689785
2.372772925664057e-5,0.3766464125984106,0.046111617317683005
5.424403484478811e-5,0.3766464125983794,0.04611161731767645
0.00011247009600301474,0.3766464125983547,0.04611161731769855
0.00019183613156281096,0.3766464125983248,0.046111617317702275
0.00029183613156281095,0.37664641259830756,0.04611161731771106
0.00039183613156281095,0.37664641259829496,0.046111617317704405
0.0004918361315628109,0.37664641259828485,0.04611161731769471
0.000591836131562811,0.3766464125982578,0.04611161731769192
0.000691836131562811,0.37664641259822157,0.046111617317674033
0.0007918361315628111,0.37664641259817405,0.04611161731764738
0.0008918361315628111,0.3766464125981215,0.0461116173176179
0.000991836131562811,0.37664641259806847,0.04611161731757963
0.001091836131562811,0.3766464125980127,0.04611161731753868
0.0011918361315628111,0.3766464125979676,0.04611161731749438
0.0012918361315628112,0.3766464125979237,0.04611161731745155
0.0013918361315628112,0.376646412597883,0.04611161731740305
0.0014918361315628113,0.37664641259785614,0.04611161731734987
0.0015918361315628113,0.37664641259783815,0.046111617317309644
0.0016918361315628114,0.376646412597821,0.04611161731725947
0.0017918361315628114,0.3766464125978195,0.04611161731720718
0.0018918361315628115,0.3766464125978285,0.04611161731717336
0.0019918361315628113,0.3766464125978339,0.04611161731713669
0.002091836131562811,0.3766464125978446,0.04611161731709681
0.002191836131562811,0.37664641259786735,0.04611161731706632
0.0022918361315628108,0.376646412597883,0.04611161731703457
0.0023918361315628106,0.3766464125979152,0.04611161731700472
0.0024918361315628104,0.37664641259794396,0.0461116173169821
0.0025918361315628103,0.3766464125979747,0.046111617316965045
0.00269183613156281,0.3766464125979974,0.046111617316945304
0.00279183613156281,0.37664641259803033,0.04611161731693218
0.0028918361315628098,0.3766464125980586,0.04611161731692506
0.0029918361315628096,0.3766464125980848,0.04611161731691648
0.0030918361315628094,0.3766464125981178,0.04611161731690315
0.0031918361315628092,0.3766464125981527,0.046111617316907036
0.003291836131562809,0.37664641259818116,0.0461116173169142
0.003391836131562809,0.37664641259820275,0.046111617316914336
0.0034918361315628087,0.37664641259823745,0.0461116173169152
0.0035918361315628086,0.3766464125982661,0.04611161731693085
0.0036918361315628084,0.37664641259828485,0.0461116173169384
0.003791836131562808,0.37664641259831416,0.046111617316945304
0.003891836131562808,0.3766464125983423,0.04611161731696391
0.003991836131562808,0.37664641259835785,0.046111617316983225
0.004091836131562808,0.3766464125983775,0.04611161731700217
0.004191836131562808,0.3766464125983916,0.04611161731701854
0.004291836131562809,0.3766464125984114,0.04611161731703024
0.004391836131562809,0.3766464125984287,0.04611161731705521
0.004491836131562809,0.3766464125984384,0.046111617317080536
0.0045918361315628094,0.37664641259844256,0.0461116173170988
0.00469183613156281,0.3766464125984504,0.04611161731711851
0.00479183613156281,0.3766464125984538,0.04611161731713992
0.00489183613156281,0.3766464125984562,0.046111617317161464
0.0049918361315628105,0.3766464125984567,0.046111617317175835
0.005091836131562811,0.3766464125984619,0.04611161731719451
0.005191836131562811,0.3766464125984541,0.04611161731721813
