Time,generator-102-1_ir_cnv,generator-102-1_ii_cnv,generator-101-1_ir_cnv,generator-101-1_ii_cnv
0.0,0.2864742360786226,0.3509924336018994,0.7356999474299152,0.4389160871658243
1.0e-6,0.2864742360786213,0.35099243360189936,0.7356999474299145,0.4389160871658243
5.8598539050032505e-6,0.2864742360786151,0.3509924336018989,0.7356999474299116,0.43891608716582403
1.3737947387799488e-5,0.2864742360786054,0.35099243360189736,0.7356999474299071,0.438916087165823
2.76312378747018e-5,0.28647423607858974,0.35099243360189203,0.7356999474298985,0.4389160871658194
4.1524528361604107e-5,0.28647423607857714,0.3509924336018835,0.7356999474298875,0.43891608716581343
5.898114071924952e-5,0.28647423607856726,0.35099243360187027,0.7356999474298688,0.43891608716579994
8.142187165987658e-5,0.2864742360785646,0.35099243360185267,0.7356999474298365,0.43891608716576624
0.00010609569498530615,0.28647423607857203,0.3509924336018331,0.7356999474297948,0.4389160871656997
0.00013518585810418386,0.2864742360785943,0.3509924336018012,0.7356999474297456,0.43891608716557423
0.00016853929515540543,0.2864742360786467,0.3509924336017365,0.7356999474296969,0.43891608716535285
0.000215028947786067,0.28647423607878353,0.35099243360155247,0.7356999474296754,0.43891608716485464
0.00026151860041672857,0.2864742360790107,0.35099243360116167,0.7356999474297733,0.43891608716406433
0.00031646756730141983,0.28647423607941314,0.3509924336002412,0.7356999474301407,0.4389160871626304
0.0003814231442369647,0.2864742360800175,0.350992433598154,0.7356999474310438,0.43891608716002534
0.00046199652273583877,0.2864742360805725,0.35099243359339505,0.7356999474328209,0.438916087155063
0.0005619965227358388,0.28647423607946654,0.350992433583209,0.735699947435059,0.4389160871457196
0.0006619965227358389,0.2864742360738689,0.3509924335680012,0.7356999474349185,0.4389160871324954
0.0007619965227358389,0.28647423606177636,0.35099243354867005,0.735699947429532,0.43891608711526847
0.000861996522735839,0.2864742360434568,0.3509924335269909,0.7356999474174469,0.4389160870941114
0.000961996522735839,0.2864742360218843,0.3509924335049583,0.7356999473997912,0.43891608706952867
0.001061996522735839,0.2864742360015276,0.350992433484245,0.7356999473800299,0.43891608704288476
0.001161996522735839,0.28647423598622423,0.35099243346594644,0.7356999473624384,0.438916087016507
0.001261996522735839,0.2864742359774272,0.350992433450575,0.7356999473501508,0.4389160869931058
0.001361996522735839,0.2864742359737788,0.35099243343821146,0.7356999473438259,0.43891608697475987
0.0014619965227358391,0.286474235972102,0.350992433428703,0.7356999473416164,0.438916086962133
0.0015619965227358392,0.2864742359691389,0.35099243342179665,0.7356999473404087,0.43891608695442924
0.0016619965227358392,0.28647423596307164,0.35099243341713815,0.7356999473375798,0.43891608695002754
0.0017619965227358393,0.2864742359541335,0.35099243341420544,0.7356999473322064,0.4389160869473095
0.0018619965227358393,0.28647423594418636,0.3509924334123329,0.7356999473250697,0.43891608694520506
0.001961996522735839,0.28647423593567123,0.35099243341089154,0.7356999473176618,0.4389160869432919
0.002061996522735839,0.2864742359305411,0.3509924334095028,0.7356999473110808,0.438916086941576
0.002161996522735839,0.28647423592962434,0.35099243340809216,0.7356999473056596,0.4389160869401836
0.0022619965227358386,0.2864742359325348,0.35099243340674213,0.7356999473014354,0.43891608693914635
0.0023619965227358384,0.286474235938002,0.3509924334055153,0.7356999472988176,0.4389160869383658
0.0024619965227358383,0.28647423594440496,0.3509924334044305,0.7356999472986927,0.4389160869377268
0.002561996522735838,0.28647423595032395,0.3509924334035702,0.7356999473018015,0.43891608693723033
0.002661996522735838,0.28647423595495375,0.35099243340310937,0.7356999473079457,0.43891608693699496
0.0027619965227358378,0.2864742359582505,0.3509924334031346,0.7356999473157741,0.4389160869370985
0.0028619965227358376,0.28647423596076715,0.35099243340339426,0.7356999473233979,0.43891608693741185
0.0029619965227358374,0.2864742359632703,0.3509924334032653,0.73569994732937,0.43891608693762374
0.0030619965227358372,0.28647423596633986,0.3509924334020625,0.7356999473332761,0.4389160869374886
0.003161996522735837,0.28647423597014393,0.35099243339947533,0.7356999473355701,0.4389160869370778
0.003261996522735837,0.2864742359744523,0.35099243339576813,0.735699947336931,0.43891608693674616
0.0033619965227358367,0.28647423597881094,0.350992433391582,0.7356999473377729,0.4389160869367599
0.0034619965227358366,0.2864742359827431,0.35099243338753205,0.7356999473382827,0.4389160869368677
0.0035619965227358364,0.2864742359858884,0.3509924333839432,0.7356999473387836,0.4389160869362271
0.003661996522735836,0.28647423598806077,0.35099243338088737,0.7356999473399021,0.4389160869338552
0.003761996522735836,0.2864742359892495,0.35099243337837904,0.7356999473422344,0.43891608692934636
0.003861996522735836,0.28647423598958827,0.35099243337646713,0.7356999473457598,0.43891608692333917
0.003961996522735836,0.2864742359893037,0.3509924333751347,0.7356999473495821,0.43891608691736145
0.004061996522735836,0.28647423598865746,0.35099243337416075,0.7356999473523561,0.43891608691310996
0.004161996522735837,0.28647423598788985,0.35099243337315006,0.7356999473531433,0.43891608691161116
0.004261996522735837,0.28647423598717425,0.350992433371755,0.7356999473520329,0.4389160869127719
0.004361996522735837,0.2864742359865839,0.35099243336990743,0.7356999473500172,0.43891608691553874
0.0044619965227358374,0.2864742359860891,0.3509924333678586,0.7356999473482332,0.4389160869184834
0.004561996522735838,0.2864742359856006,0.3509924333660051,0.7356999473471968,0.4389160869204067
0.004661996522735838,0.28647423598504457,0.35099243336466274,0.7356999473466187,0.43891608692064166
0.004761996522735838,0.2864742359844295,0.35099243336396146,0.7356999473458714,0.4389160869190344
0.0048619965227358385,0.2864742359838484,0.35099243336389235,0.7356999473446378,0.4389160869158205
0.004961996522735839,0.28647423598341515,0.3509924333643875,0.7356999473432018,0.43891608691160205
0.005061996522735839,0.28647423598318283,0.3509924333653262,0.7356999473422088,0.43891608690739353
0.005161996522735839,0.28647423598311317,0.3509924333664725,0.7356999473421896,0.4389160869045011
0.0052619965227358395,0.2864742359831147,0.3509924333674565,0.7356999473432515,0.4389160869040578
0.00536199652273584,0.28647423598310284,0.350992433367885,0.7356999473450994,0.43891608690636724
0.00546199652273584,0.28647423598303046,0.35099243336753966,0.7356999473472424,0.43891608691051603
0.00556199652273584,0.2864742359828846,0.350992433366521,0.7356999473491637,0.43891608691466294
0.005661996522735841,0.28647423598268773,0.3509924333652188,0.7356999473503831,0.4389160869169578
0.005761996522735841,0.2864742359825253,0.35099243336410985,0.7356999473505159,0.4389160869165264
0.005861996522735841,0.2864742359825592,0.3509924333635156,0.7356999473494087,0.4389160869138437
0.005961996522735841,0.2864742359829737,0.3509924333634705,0.7356999473473015,0.4389160869102511
0.006061996522735842,0.2864742359838502,0.35099243336376607,0.7356999473448597,0.43891608690702594
0.006161996522735842,0.2864742359850615,0.35099243336410624,0.7356999473429983,0.4389160869047216
0.006261996522735842,0.28647423598628646,0.3509924333642576,0.7356999473425598,0.43891608690319933
0.006361996522735842,0.28647423598715616,0.3509924333641073,0.7356999473439936,0.4389160869021536
0.006461996522735843,0.286474235987434,0.3509924333636388,0.7356999473471487,0.43891608690154504
0.006561996522735843,0.2864742359871102,0.3509924333628933,0.7356999473512335,0.4389160869015403
0.006661996522735843,0.28647423598637145,0.35099243336196356,0.7356999473549778,0.43891608690210404
0.0067619965227358435,0.286474235985507,0.3509924333610035,0.7356999473570327,0.438916086902746
0.006861996522735844,0.28647423598482863,0.35099243336019986,0.7356999473565277,0.4389160869027604
0.006961996522735844,0.28647423598461463,0.3509924333596869,0.7356999473535437,0.4389160869017742
0.007061996522735844,0.2864742359850351,0.3509924333594587,0.7356999473491822,0.438916086900081
0.0071619965227358445,0.28647423598605404,0.350992433359363,0.7356999473450891,0.43891608689840644
0.007261996522735845,0.2864742359873783,0.35099243335920544,0.7356999473426695,0.4389160868972843
0.007361996522735845,0.28647423598854405,0.3509924333588944,0.735699947342471,0.43891608689659933
0.007461996522735845,0.2864742359891361,0.3509924333585121,0.7356999473441077,0.4389160868957204
0.007561996522735846,0.28647423598900584,0.35099243335824937,0.7356999473466885,0.43891608689411676
0.007661996522735846,0.28647423598833377,0.35099243335825414,0.7356999473493424,0.43891608689192196
0.007761996522735846,0.2864742359874956,0.35099243335851543,0.735699947351454,0.43891608688995365
0.007861996522735845,0.2864742359868512,0.35099243335886554,0.7356999473525698,0.438916086889168
0.007961996522735845,0.28647423598661165,0.35099243335908603,0.7356999473522803,0.43891608688998945
0.008061996522735844,0.2864742359868433,0.35099243335902497,0.7356999473503697,0.4389160868920217
0.008161996522735844,0.2864742359875275,0.35099243335864977,0.7356999473471574,0.43891608689430506
0.008261996522735843,0.2864742359885756,0.35099243335803254,0.7356999473436455,0.4389160868958599
0.008361996522735842,0.28647423598979066,0.3509924333573133,0.7356999473411567,0.4389160868961121
0.008461996522735842,0.2864742359908724,0.35099243335667524,0.7356999473405971,0.43891608689498873
0.008561996522735841,0.28647423599153266,0.35099243335631675,0.7356999473418757,0.43891608689277467
0.00866199652273584,0.286474235991672,0.350992433356386,0.7356999473439766,0.43891608688995254
