Time,BUS 1-BUS 2-i_1_P,BUS 1-BUS 2-i_1_Q,BUS 1-BUS 2-i_1_static_P,BUS 1-BUS 2-i_1_static_Q
0.0,0.3766464125984172,0.04611161731769125,0.3766464125984172,0.04611161731769125
1.0e-6,0.3766464125984179,0.04611161731769091,0.3766464125984179,0.04611161731769091
2.0e-6,0.37664641259841813,0.04611161731769014,0.37664641259841813,0.04611161731769014
7.406375457957264e-6,0.3766464125984203,0.04611161731769159,0.3766464125984203,0.04611161731769159
1.939497363206596e-5,0.3766464125984248,0.046111617317693435,0.3766464125984248,0.046111617317693435
3.1383571806174656e-5,0.3766464125984286,0.04611161731769722,0.3766464125984286,0.04611161731769722
4.668377522317013e-5,0.3766464125984329,0.046111617317701296,0.3766464125984329,0.046111617317701296
7.164070610078579e-5,0.3766464125984387,0.04611161731770544,0.3766464125984387,0.04611161731770544
0.00011725298200805102,0.37664641259844517,0.04611161731771382,0.37664641259844517,0.04611161731771382
0.00018013472648973407,0.37664641259844556,0.04611161731772161,0.37664641259844556,0.04611161731772161
0.00028013472648973406,0.3766464125984328,0.046111617317729364,0.3766464125984328,0.046111617317729364
0.00038013472648973406,0.3766464125984084,0.046111617317729274,0.3766464125984084,0.046111617317729274
0.00048013472648973405,0.37664641259837767,0.04611161731772597,0.37664641259837767,0.04611161731772597
0.0005801347264897341,0.376646412598344,0.0461116173177216,0.376646412598344,0.0461116173177216
0.0006801347264897341,0.37664641259831044,0.04611161731771479,0.37664641259831044,0.04611161731771479
0.0007801347264897342,0.3766464125982782,0.046111617317707715,0.3766464125982782,0.046111617317707715
0.0008801347264897342,0.3766464125982477,0.04611161731769941,0.3766464125982477,0.04611161731769941
0.0009801347264897342,0.37664641259821763,0.0461116173176918,0.37664641259821763,0.0461116173176918
0.0010801347264897342,0.3766464125981887,0.046111617317681326,0.3766464125981887,0.046111617317681326
0.0011801347264897343,0.37664641259816106,0.046111617317670744,0.37664641259816106,0.046111617317670744
0.0012801347264897343,0.3766464125981357,0.046111617317658504,0.3766464125981357,0.046111617317658504
0.0013801347264897343,0.37664641259811166,0.04611161731764642,0.37664641259811166,0.04611161731764642
0.0014801347264897344,0.37664641259808834,0.046111617317632414,0.37664641259808834,0.046111617317632414
0.0015801347264897344,0.3766464125980658,0.046111617317617794,0.3766464125980658,0.046111617317617794
0.0016801347264897345,0.3766464125980461,0.0461116173176044,0.3766464125980461,0.0461116173176044
0.0017801347264897345,0.376646412598028,0.04611161731759146,0.376646412598028,0.04611161731759146
0.0018801347264897346,0.3766464125980117,0.046111617317575786,0.3766464125980117,0.046111617317575786
0.0019801347264897344,0.37664641259799597,0.04611161731756014,0.37664641259799597,0.04611161731756014
0.0020801347264897342,0.37664641259798015,0.04611161731754482,0.37664641259798015,0.04611161731754482
0.002180134726489734,0.3766464125979664,0.04611161731752975,0.3766464125979664,0.04611161731752975
0.002280134726489734,0.37664641259795334,0.046111617317515355,0.37664641259795334,0.046111617317515355
0.0023801347264897337,0.3766464125979421,0.046111617317497855,0.3766464125979421,0.046111617317497855
0.0024801347264897335,0.3766464125979306,0.04611161731748311,0.3766464125979306,0.04611161731748311
0.0025801347264897334,0.37664641259792153,0.04611161731746846,0.37664641259792153,0.04611161731746846
0.002680134726489733,0.37664641259791254,0.04611161731745309,0.37664641259791254,0.04611161731745309
