Time,generator-102-1_ir_cnv,generator-102-1_ii_cnv,generator-101-1_ir_cnv,generator-101-1_ii_cnv,generator-102-1_i_mag
0.0,0.48097648365721873,0.7986721840557146,0.741546096298093,1.0015446064748117,0.9323173469455495
1.0e-6,0.4809764836572785,0.7986721840557325,0.7415460962980915,1.001544606474812,0.9323173469455956
6.080770347967872e-6,0.48097648365757684,0.7986721840558221,0.741546096298084,1.001544606474813,0.9323173469458264
2.790057018995227e-5,0.48097648365875517,0.7986721840561797,0.7415460962980535,1.0015446064748201,0.9323173469467405
9.135912142089624e-5,0.48097648366122414,0.7986721840569685,0.7415460962979796,1.0015446064748654,0.93231734694869
0.00019135912142089623,0.4809764836625042,0.7986721840575293,0.7415460962978887,1.0015446064749813,0.9323173469498307
0.0002913591214208962,0.48097648366168455,0.7986721840574998,0.7415460962978017,1.001544606475105,0.9323173469493827
0.0003913591214208962,0.4809764836602647,0.7986721840571951,0.7415460962977037,1.0015446064752003,0.9323173469483891
0.0004913591214208963,0.4809764836593895,0.79867218405686,0.7415460962975957,1.001544606475255,0.9323173469476506
0.0005913591214208963,0.4809764836595343,0.798672184056622,0.7415460962974884,1.0015446064752782,0.9323173469475213
0.0006913591214208963,0.4809764836605607,0.7986721840565043,0.7415460962973944,1.0015446064752902,0.9323173469479501
0.0007913591214208964,0.4809764836619916,0.7986721840564677,0.7415460962973226,1.0015446064753124,0.9323173469486569
0.0008913591214208964,0.48097648366331863,0.7986721840564526,0.7415460962972731,1.0015446064753597,0.9323173469493286
0.0009913591214208964,0.4809764836642159,0.7986721840564084,0.7415460962972412,1.0015446064754376,0.9323173469497537
0.0010913591214208964,0.4809764836646054,0.7986721840563076,0.7415460962972189,1.0015446064755462,0.9323173469498682
0.0011913591214208965,0.4809764836646054,0.7986721840561455,0.7415460962971981,1.00154460647568,0.9323173469497293
0.0012913591214208965,0.48097648366442014,0.7986721840559348,0.7415460962971745,1.0015446064758347,0.9323173469494532
0.0013913591214208966,0.48097648366423507,0.7986721840556973,0.7415460962971461,1.0015446064760043,0.9323173469491542
0.0014913591214208966,0.4809764836641558,0.798672184055456,0.7415460962971133,1.0015446064761877,0.9323173469489067
0.0015913591214208966,0.48097648366419893,0.7986721840552297,0.7415460962970788,1.001544606476383,0.932317346948735
0.0016913591214208967,0.48097648366432083,0.7986721840550298,0.7415460962970446,1.001544606476591,0.9323173469486268
0.0017913591214208967,0.48097648366445733,0.7986721840548605,0.7415460962970117,1.00154460647681,0.9323173469485522
0.0018913591214208968,0.4809764836645586,0.7986721840547192,0.7415460962969809,1.0015446064770386,0.9323173469484833
0.0019913591214208966,0.48097648366460405,0.7986721840545997,0.741546096296952,1.0015446064772744,0.9323173469484044
0.0020913591214208964,0.48097648366460155,0.7986721840544958,0.7415460962969245,1.0015446064775133,0.9323173469483141
0.0021913591214208963,0.4809764836645757,0.7986721840544028,0.7415460962968986,1.0015446064777525,0.932317346948221
0.002291359121420896,0.48097648366455265,0.7986721840543185,0.7415460962968748,1.0015446064779878,0.9323173469481371
0.002391359121420896,0.48097648366455004,0.7986721840542436,0.7415460962968539,1.001544606478217,0.9323173469480714
0.0024913591214208958,0.4809764836645734,0.7986721840541793,0.7415460962968368,1.001544606478438,0.9323173469480285
0.0025913591214208956,0.48097648366461865,0.7986721840541272,0.7415460962968247,1.001544606478649,0.9323173469480073
0.0026913591214208954,0.48097648366467677,0.7986721840540877,0.7415460962968179,1.0015446064788491,0.9323173469480034
0.0027913591214208952,0.480976483664738,0.7986721840540596,0.7415460962968173,1.0015446064790376,0.9323173469480108
0.002891359121420895,0.48097648366479656,0.7986721840540403,0.7415460962968224,1.001544606479214,0.9323173469480246
0.002991359121420895,0.48097648366485013,0.7986721840540268,0.7415460962968334,1.001544606479378,0.9323173469480406
0.0030913591214208947,0.48097648366489976,0.7986721840540159,0.7415460962968502,1.0015446064795301,0.9323173469480568
0.0031913591214208946,0.48097648366494766,0.798672184054005,0.7415460962968722,1.0015446064796705,0.9323173469480722
0.0032913591214208944,0.4809764836649953,0.7986721840539929,0.7415460962968987,1.0015446064798001,0.9323173469480864
0.003391359121420894,0.48097648366504325,0.7986721840539783,0.7415460962969292,1.00154460647992,0.9323173469480986
0.003491359121420894,0.48097648366509066,0.7986721840539607,0.7415460962969632,1.001544606480031,0.9323173469481081
0.003591359121420894,0.4809764836651359,0.7986721840539395,0.7415460962969997,1.0015446064801343,0.9323173469481132
0.0036913591214208937,0.48097648366517726,0.7986721840539143,0.7415460962970382,1.0015446064802318,0.932317346948113
0.0037913591214208935,0.4809764836652135,0.7986721840538844,0.7415460962970781,1.0015446064803248,0.9323173469481061
0.0038913591214208934,0.4809764836652443,0.7986721840538497,0.7415460962971188,1.0015446064804143,0.9323173469480922
0.003991359121420893,0.48097648366526985,0.7986721840538096,0.7415460962971587,1.001544606480502,0.932317346948071
0.0040913591214208934,0.4809764836652905,0.7986721840537638,0.7415460962971978,1.0015446064805895,0.9323173469480425
0.004191359121420894,0.4809764836653068,0.7986721840537123,0.7415460962972356,1.0015446064806774,0.9323173469480068
0.004291359121420894,0.48097648366531937,0.7986721840536557,0.7415460962972715,1.0015446064807674,0.9323173469479648
0.004391359121420894,0.4809764836653281,0.7986721840535945,0.7415460962973052,1.00154460648086,0.9323173469479168
0.0044913591214208945,0.4809764836653331,0.798672184053529,0.7415460962973366,1.0015446064809554,0.9323173469478633
0.004591359121420895,0.480976483665335,0.79867218405346,0.7415460962973656,1.0015446064810547,0.9323173469478051
