Time,BUS 1-BUS 2-i_1_static_P,BUS 1-BUS 2-i_1_static_Q
0.0,0.3139868490458942,0.03855865200208886
1.0e-6,0.3139868490458942,0.03855865200209253
3.5129766972688683e-6,0.3139868490458957,0.03855865200209862
9.804617940466252e-6,0.3139868490459048,0.038558652002106855
2.2697853427673487e-5,0.3139868490459204,0.03855865200209797
5.3302260701965873e-5,0.3139868490458937,0.038558652002091125
0.00011292908857701358,0.3139868490459123,0.0385586520020842
0.00018577098569286368,0.31398684904595153,0.03855865200208422
0.00028577098569286367,0.31398684904598956,0.03855865200208256
0.00038577098569286366,0.313986849045979,0.03855865200207747
0.00048577098569286365,0.3139868490459248,0.038558652002080335
0.0005857709856928637,0.3139868490458717,0.038558652002097175
0.0006857709856928637,0.3139868490458552,0.03855865200212717
0.0007857709856928638,0.313986849045868,0.03855865200216462
0.0008857709856928638,0.31398684904587104,0.03855865200219777
0.0009857709856928639,0.31398684904583013,0.038558652002211063
0.001085770985692864,0.3139868490457532,0.03855865200219679
0.001185770985692864,0.3139868490456764,0.03855865200217111
0.001285770985692864,0.3139868490456349,0.038558652002156565
0.001385770985692864,0.3139868490456297,0.038558652002155615
0.0014857709856928641,0.31398684904563534,0.03855865200215546
0.0015857709856928642,0.31398684904562213,0.03855865200213332
0.0016857709856928642,0.313986849045584,0.03855865200207682
0.0017857709856928642,0.31398684904554675,0.03855865200201322
0.0018857709856928643,0.3139868490455403,0.03855865200197416
0.001985770985692864,0.3139868490455634,0.038558652001967786
0.002085770985692864,0.3139868490456026,0.03855865200197419
0.0021857709856928638,0.31398684904562707,0.038558652001963366
0.0022857709856928636,0.3139868490456329,0.03855865200192331
0.0023857709856928634,0.31398684904563307,0.03855865200187459
0.0024857709856928633,0.31398684904564284,0.038558652001843316
0.002585770985692863,0.31398684904566976,0.038558652001851816
0.002685770985692863,0.3139868490457025,0.03855865200188007
0.0027857709856928627,0.3139868490457266,0.03855865200189676
0.0028857709856928626,0.3139868490457356,0.038558652001875915
0.0029857709856928624,0.31398684904573926,0.038558652001836786
0.0030857709856928622,0.31398684904574503,0.038558652001806144
0.003185770985692862,0.3139868490457586,0.0385586520018151
0.003285770985692862,0.31398684904577273,0.038558652001852
0.0033857709856928617,0.31398684904578705,0.0385586520018842
0.0034857709856928615,0.3139868490457961,0.03855865200187682
0.0035857709856928614,0.31398684904580804,0.038558652001841436
0.003685770985692861,0.3139868490458224,0.038558652001812264
0.003785770985692861,0.3139868490458328,0.03855865200181631
0.003885770985692861,0.3139868490458407,0.038558652001854585
0.003985770985692861,0.3139868490458444,0.038558652001890695
0.004085770985692861,0.31398684904585517,0.038558652001896475
0.004185770985692862,0.31398684904587554,0.0385586520018751
0.004285770985692862,0.31398684904589685,0.03855865200184753
0.004385770985692862,0.3139868490459086,0.03855865200184934
0.0044857709856928624,0.3139868490459068,0.03855865200188564
0.004585770985692863,0.31398684904589913,0.03855865200192455
