Time,generator-102-1_ir_cnv,generator-102-1_ii_cnv
0.0,-0.17363098334199273,-1.8882120049315558
1.0e-6,-0.17363098334199797,-1.8882120049315543
5.9821402110287484e-6,-0.17363098334202356,-1.8882120049315467
2.94452701873157e-5,-0.1736309833421342,-1.8882120049315192
7.514467315298174e-5,-0.1736309833423088,-1.8882120049314972
0.00015823086922520931,-0.17363098334252622,-1.8882120049315432
0.000247997330969547,-0.17363098334268834,-1.88821200493168
0.00034799733096954697,-0.17363098334287486,-1.8882120049318865
0.00044799733096954696,-0.17363098334314236,-1.8882120049321043
0.000547997330969547,-0.17363098334351879,-1.8882120049323063
0.000647997330969547,-0.17363098334397897,-1.8882120049324853
0.000747997330969547,-0.17363098334446034,-1.8882120049326405
0.0008479973309695471,-0.1736309833448877,-1.8882120049327706
0.0009479973309695471,-0.17363098334519977,-1.8882120049328717
0.001047997330969547,-0.17363098334536264,-1.8882120049329363
0.0011479973309695471,-0.17363098334537563,-1.8882120049329612
0.0012479973309695472,-0.17363098334526345,-1.8882120049329465
0.0013479973309695472,-0.17363098334506613,-1.8882120049328974
0.0014479973309695473,-0.17363098334482674,-1.888212004932823
0.0015479973309695473,-0.17363098334458302,-1.8882120049327342
0.0016479973309695473,-0.17363098334436133,-1.8882120049326423
0.0017479973309695474,-0.17363098334417584,-1.8882120049325586
0.0018479973309695474,-0.17363098334402957,-1.8882120049324898
0.0019479973309695475,-0.17363098334391716,-1.8882120049324425
0.0020479973309695475,-0.17363098334383043,-1.88821200493242
0.0021479973309695474,-0.17363098334375976,-1.888212004932422
0.002247997330969547,-0.17363098334369761,-1.8882120049324473
0.002347997330969547,-0.1736309833436398,-1.8882120049324922
0.002447997330969547,-0.17363098334358515,-1.888212004932552
0.0025479973309695467,-0.1736309833435353,-1.8882120049326212
0.0026479973309695465,-0.17363098334349278,-1.8882120049326951
0.0027479973309695463,-0.17363098334346094,-1.8882120049327682
0.002847997330969546,-0.17363098334344235,-1.8882120049328366
0.002947997330969546,-0.1736309833434384,-1.8882120049328972
0.003047997330969546,-0.1736309833434489,-1.8882120049329476
0.0031479973309695456,-0.17363098334347218,-1.8882120049329862
0.0032479973309695455,-0.17363098334350613,-1.8882120049330124
0.0033479973309695453,-0.17363098334354748,-1.8882120049330267
0.003447997330969545,-0.1736309833435932,-1.8882120049330287
0.003547997330969545,-0.1736309833436401,-1.8882120049330189
0.003647997330969545,-0.1736309833436854,-1.8882120049329985
0.0037479973309695446,-0.17363098334372706,-1.888212004932968
0.0038479973309695444,-0.17363098334376312,-1.8882120049329283
0.003947997330969544,-0.17363098334379173,-1.8882120049328806
0.0040479973309695445,-0.17363098334381186,-1.8882120049328257
0.004147997330969545,-0.17363098334382265,-1.8882120049327653
0.004247997330969545,-0.17363098334382418,-1.8882120049327011
0.004347997330969545,-0.17363098334381585,-1.8882120049326347
0.004447997330969546,-0.17363098334379767,-1.888212004932568
0.004547997330969546,-0.17363098334377053,-1.8882120049325022
