Time,generator-102-1_I_R,generator-102-1_I_I,generator-101-1_I_R,generator-101-1_I_I
0.0,0.4807188711586926,-0.008682964232300847,0.4773634195363951,0.010887887377621669
1.0e-6,0.480718871158746,-0.008682964233933593,0.47736341953656475,0.010887887374875171
2.2855167303259975e-6,0.48071887115881345,-0.00868296423601932,0.4773634195367792,0.010887887371367755
4.279568949999647e-6,0.4807188711589156,-0.008682964239225443,0.47736341953710626,0.01088788736597393
7.762462206568027e-6,0.4807188711590867,-0.008682964244740925,0.4773634195376604,0.010887887356695825
1.340807980710874e-5,0.4807188711593449,-0.008682964253456264,0.47736341953851236,0.010887887342028696
2.1619135323297026e-5,0.48071887115968054,-0.008682964265645667,0.4773634195396556,0.010887887321492623
3.91829181360633e-5,0.48071887116025336,-0.008682964289857965,0.47736341954175737,0.01088788728056081
6.223753072124474e-5,0.4807188711607462,-0.008682964318014186,0.4773634195438845,0.010887887232493038
9.541145476257143e-5,0.48071887116104606,-0.008682964351938683,0.47736341954593126,0.010887887173127025
0.0001422534775635197,0.4807188711608886,-0.008682964388224659,0.4773634195473013,0.010887887105452798
0.00020659056468200877,0.4807188711600389,-0.008682964419854175,0.4773634195472972,0.010887887035646027
0.00028710956627048967,0.4807188711586,-0.008682964437457,0.4773634195455989,0.010887886973671906
0.00037398593545139535,0.48071887115709355,-0.008682964439136014,0.47736341954278894,0.010887886926049611
0.00047398593545139534,0.48071887115567685,-0.008682964430676308,0.4773634195390985,0.010887886885355441
0.0005739859354513953,0.48071887115460715,-0.008682964420178843,0.47736341953533923,0.010887886853891166
0.0006739859354513954,0.4807188711538397,-0.008682964412303665,0.4773634195317479,0.010887886829165389
0.0007739859354513954,0.480718871153397,-0.008682964407870091,0.47736341952845646,0.010887886810140412
0.0008739859354513955,0.48071887115335954,-0.008682964405599644,0.4773634195255027,0.010887886795950763
0.0009739859354513955,0.48071887115379147,-0.008682964403739429,0.4773634195228365,0.01088788678551389
0.0010739859354513956,0.4807188711546764,-0.0086829644010915,0.4773634195203561,0.010887886777631417
0.0011739859354513956,0.48071887115590245,-0.008682964397349783,0.47736341951795946,0.010887886771256572
0.0012739859354513956,0.48071887115729994,-0.008682964392916204,0.4773634195155844,0.010887886765674537
0.0013739859354513957,0.48071887115870254,-0.008682964388485342,0.4773634195132197,0.010887886760555437
0.0014739859354513957,0.48071887115999956,-0.008682964384660485,0.4773634195108986,0.010887886755863857
0.0015739859354513958,0.480718871161156,-0.00868296438175065,0.47736341950867256,0.01088788675169966
