Time,generator-102-1_ir_cnv,generator-102-1_ii_cnv
0.0,0.24777777424443673,0.23942488196933154
1.0e-6,0.24777777424443656,0.23942488196933165
2.0e-6,0.2477777742444364,0.23942488196933176
3.3153148102350944e-6,0.24777777424443614,0.23942488196933187
8.235648181774254e-6,0.24777777424443528,0.2394248819693324
1.797255050550503e-5,0.24777777424443367,0.23942488196933343
3.4116164946261385e-5,0.24777777424443115,0.23942488196933526
5.025977938701774e-5,0.2477777742444289,0.2394248819693372
7.365755752757904e-5,0.24777777424442599,0.23942488196934011
0.00010765021411731872,0.24777777424442257,0.23942488196934456
0.00020765021411731874,0.24777777424441666,0.23942488196935763
0.0002873857746855281,0.24777777424441472,0.23942488196936662
0.0003873857746855281,0.2477777742444138,0.23942488196937478
0.0004873857746855281,0.24777777424441308,0.23942488196937917
0.0005873857746855281,0.24777777424441144,0.23942488196938036
0.0006673044348778961,0.24777777424440942,0.23942488196937983
0.0007673044348778962,0.24777777424440597,0.23942488196937822
0.0008673044348778962,0.24777777424440184,0.23942488196937659
0.0009673044348778963,0.24777777424439756,0.2394248819693754
0.0010673044348778963,0.24777777424439354,0.23942488196937503
0.0011673044348778964,0.24777777424439032,0.23942488196937553
0.0012673044348778964,0.24777777424438774,0.23942488196937659
0.0013673044348778965,0.24777777424438607,0.2394248819693778
0.0014673044348778965,0.24777777424438505,0.23942488196937894
0.0015673044348778965,0.24777777424438432,0.2394248819693799
0.0016673044348778966,0.24777777424438382,0.2394248819693805
0.0017673044348778966,0.24777777424438333,0.23942488196938075
0.0018673044348778967,0.2477777742443829,0.23942488196938091
0.0019673044348778967,0.24777777424438258,0.239424881969381
0.0020673044348778966,0.2477777742443823,0.23942488196938114
0.0021673044348778964,0.2477777742443819,0.2394248819693815
0.002267304434877896,0.24777777424438158,0.23942488196938186
0.002367304434877896,0.24777777424438113,0.23942488196938227
0.002467304434877896,0.24777777424438077,0.23942488196938277
0.0025673044348778957,0.2477777742443806,0.23942488196938308
0.0026673044348778955,0.24777777424438052,0.23942488196938336
0.0027673044348778954,0.24777777424438055,0.23942488196938339
0.002867304434877895,0.24777777424438052,0.23942488196938339
0.002967304434877895,0.24777777424438055,0.23942488196938333
0.003067304434877895,0.24777777424438063,0.23942488196938327
0.0031673044348778947,0.24777777424438063,0.2394248819693832
0.0032673044348778945,0.24777777424438047,0.23942488196938314
0.0033673044348778943,0.24777777424438022,0.23942488196938305
0.003467304434877894,0.2477777742443803,0.23942488196938308
0.003567304434877894,0.24777777424438038,0.23942488196938314
0.003667304434877894,0.24777777424438055,0.2394248819693832
0.0037673044348778936,0.24777777424438072,0.23942488196938314
0.0038673044348778935,0.24777777424438083,0.23942488196938297
0.003967304434877894,0.2477777742443809,0.23942488196938283
0.004067304434877894,0.24777777424438108,0.2394248819693826
0.004167304434877894,0.24777777424438116,0.2394248819693824
0.0042673044348778945,0.24777777424438124,0.23942488196938239
0.004367304434877895,0.2477777742443815,0.23942488196938244
0.004467304434877895,0.2477777742443818,0.23942488196938255
0.004567304434877895,0.24777777424438202,0.23942488196938255
0.004667304434877896,0.2477777742443823,0.23942488196938247
0.004767304434877896,0.24777777424438263,0.2394248819693823
0.004867304434877896,0.24777777424438285,0.23942488196938208
0.004967304434877896,0.24777777424438296,0.23942488196938186
0.005067304434877897,0.24777777424438305,0.23942488196938166
0.005167304434877897,0.2477777742443831,0.2394248819693814
0.005267304434877897,0.24777777424438313,0.23942488196938103
0.005367304434877897,0.24777777424438316,0.2394248819693808
0.005467304434877898,0.24777777424438338,0.2394248819693806
0.005567304434877898,0.2477777742443836,0.23942488196938033
0.005667304434877898,0.2477777742443838,0.23942488196938003
0.0057673044348778985,0.24777777424438396,0.23942488196937972
0.005867304434877899,0.24777777424438413,0.23942488196937953
0.005967304434877899,0.2477777742443843,0.23942488196937933
0.006067304434877899,0.2477777742443844,0.2394248819693793
0.0061673044348778995,0.2477777742443846,0.23942488196937928
0.0062673044348779,0.2477777742443848,0.23942488196937914
0.0063673044348779,0.24777777424438482,0.2394248819693789
0.0064673044348779,0.24777777424438482,0.23942488196937872
0.0065673044348779006,0.24777777424438488,0.23942488196937858
0.006667304434877901,0.24777777424438485,0.23942488196937842
0.006767304434877901,0.24777777424438485,0.2394248819693781
0.006867304434877901,0.24777777424438488,0.2394248819693778
0.006967304434877902,0.24777777424438502,0.2394248819693776
0.007067304434877902,0.2477777742443852,0.23942488196937747
0.007167304434877902,0.24777777424438535,0.23942488196937736
0.007267304434877902,0.24777777424438535,0.23942488196937725
0.007367304434877903,0.24777777424438532,0.2394248819693771
0.007467304434877903,0.24777777424438535,0.23942488196937695
0.007567304434877903,0.24777777424438527,0.23942488196937675
0.0076673044348779034,0.24777777424438524,0.23942488196937659
0.007767304434877904,0.2477777742443852,0.23942488196937645
0.007867304434877903,0.2477777742443854,0.23942488196937634
0.007967304434877902,0.2477777742443856,0.23942488196937614
0.008067304434877902,0.2477777742443858,0.23942488196937595
0.008167304434877901,0.24777777424438593,0.23942488196937584
0.0082673044348779,0.24777777424438602,0.2394248819693757
0.0083673044348779,0.247777774244386,0.23942488196937553
0.0084673044348779,0.24777777424438585,0.23942488196937523
0.008567304434877899,0.2477777742443858,0.239424881969375
0.008667304434877898,0.2477777742443858,0.2394248819693749
0.008767304434877898,0.24777777424438588,0.23942488196937478
0.008867304434877897,0.247777774244386,0.23942488196937464
0.008967304434877896,0.24777777424438613,0.2394248819693745
0.009067304434877896,0.24777777424438618,0.23942488196937436
0.009167304434877895,0.24777777424438624,0.23942488196937428
0.009267304434877895,0.24777777424438624,0.23942488196937414
0.009367304434877894,0.24777777424438613,0.23942488196937392
0.009467304434877893,0.24777777424438605,0.2394248819693736
0.009567304434877893,0.24777777424438607,0.23942488196937323
0.009667304434877892,0.24777777424438602,0.23942488196937287
0.009767304434877892,0.24777777424438582,0.2394248819693726
0.009867304434877891,0.24777777424438574,0.23942488196937237
0.00996730443487789,0.24777777424438582,0.23942488196937217
0.01006730443487789,0.24777777424438588,0.23942488196937198
0.01016730443487789,0.247777774244386,0.23942488196937192
0.010267304434877889,0.2477777742443861,0.23942488196937187
0.010367304434877888,0.2477777742443863,0.2394248819693718
0.010467304434877887,0.2477777742443864,0.23942488196937176
0.010567304434877887,0.24777777424438654,0.23942488196937173
0.010667304434877886,0.24777777424438666,0.23942488196937164
0.010767304434877886,0.24777777424438674,0.23942488196937162
0.010867304434877885,0.24777777424438685,0.23942488196937156
0.010967304434877884,0.24777777424438693,0.23942488196937145
0.011067304434877884,0.24777777424438713,0.2394248819693713
0.011167304434877883,0.24777777424438732,0.23942488196937106
0.011267304434877883,0.2477777742443874,0.23942488196937078
0.011367304434877882,0.2477777742443875,0.23942488196937053
0.011467304434877881,0.24777777424438763,0.23942488196937023
0.01156730443487788,0.24777777424438763,0.23942488196936992
0.01166730443487788,0.24777777424438746,0.2394248819693697
0.01176730443487788,0.24777777424438735,0.23942488196936945
0.011867304434877879,0.24777777424438732,0.23942488196936915
0.011967304434877878,0.2477777742443873,0.23942488196936884
0.012067304434877878,0.24777777424438732,0.2394248819693685
0.012167304434877877,0.24777777424438727,0.2394248819693682
0.012267304434877876,0.2477777742443871,0.23942488196936795
0.012367304434877876,0.247777774244387,0.23942488196936776
0.012467304434877875,0.247777774244387,0.23942488196936765
0.012567304434877875,0.247777774244387,0.23942488196936756
0.012667304434877874,0.24777777424438704,0.23942488196936743
0.012767304434877873,0.24777777424438707,0.23942488196936731
0.012867304434877873,0.24777777424438713,0.2394248819693672
0.012967304434877872,0.24777777424438718,0.23942488196936706
0.013067304434877872,0.24777777424438732,0.23942488196936684
0.013167304434877871,0.24777777424438746,0.23942488196936645
0.01326730443487787,0.24777777424438738,0.23942488196936598
0.01336730443487787,0.24777777424438727,0.23942488196936562
0.01346730443487787,0.24777777424438724,0.23942488196936526
0.013567304434877869,0.24777777424438735,0.23942488196936507
0.013667304434877868,0.24777777424438732,0.23942488196936498
0.013767304434877867,0.24777777424438757,0.23942488196936493
0.013867304434877867,0.2477777742443879,0.2394248819693648
0.013967304434877866,0.24777777424438807,0.23942488196936465
0.014067304434877866,0.24777777424438818,0.23942488196936443
0.014167304434877865,0.24777777424438824,0.23942488196936418
0.014267304434877864,0.24777777424438827,0.23942488196936396
0.014367304434877864,0.24777777424438832,0.23942488196936376
0.014467304434877863,0.24777777424438843,0.23942488196936362
0.014567304434877863,0.24777777424438852,0.2394248819693635
0.014667304434877862,0.24777777424438857,0.23942488196936335
0.014767304434877861,0.2477777742443886,0.23942488196936315
0.01486730443487786,0.2477777742443885,0.23942488196936296
0.01496730443487786,0.24777777424438854,0.23942488196936285
0.01506730443487786,0.24777777424438863,0.23942488196936276
0.015167304434877859,0.24777777424438863,0.23942488196936262
0.015267304434877858,0.2477777742443886,0.23942488196936249
0.015367304434877858,0.24777777424438852,0.23942488196936237
0.015467304434877857,0.2477777742443885,0.23942488196936226
0.015567304434877857,0.24777777424438843,0.23942488196936212
0.015667304434877856,0.24777777424438854,0.23942488196936199
0.015767304434877855,0.24777777424438857,0.23942488196936185
0.015867304434877855,0.24777777424438865,0.23942488196936165
0.015967304434877854,0.2477777742443887,0.23942488196936149
0.016067304434877853,0.24777777424438877,0.23942488196936135
0.016167304434877853,0.24777777424438882,0.23942488196936126
0.016267304434877852,0.24777777424438893,0.2394248819693612
0.01636730443487785,0.24777777424438902,0.23942488196936107
0.01646730443487785,0.24777777424438907,0.23942488196936093
0.01656730443487785,0.24777777424438913,0.23942488196936076
0.01666730443487785,0.24777777424438918,0.23942488196936057
0.01676730443487785,0.2477777742443892,0.23942488196936035
0.01686730443487785,0.24777777424438918,0.23942488196936015
0.016967304434877848,0.2477777742443891,0.23942488196936004
0.017067304434877847,0.2477777742443892,0.23942488196935996
0.017167304434877847,0.24777777424438935,0.23942488196935982
0.017267304434877846,0.24777777424438946,0.23942488196935965
0.017367304434877846,0.24777777424438957,0.2394248819693594
