Time,Bus-101-Mag,Bus-101-Ang,Bus-102-Mag,Bus-102-Ang,Bus-1010110201-Mag,Bus-1010110201-Ang,Bus-1010110202-Mag,Bus-1010110202-Ang,Bus-1010110203-Mag,Bus-1010110203-Ang,Bus-1010110204-Mag,Bus-1010110204-Ang,Bus-1010110205-Mag,Bus-1010110205-Ang,Bus-1010110206-Mag,Bus-1010110206-Ang,Bus-1010110207-Mag,Bus-1010110207-Ang,Bus-1010110208-Mag,Bus-1010110208-Ang,Bus-1010110209-Mag,Bus-1010110209-Ang
0.0,1.0499999998608218,1.447977130208504e-9,1.0399999994302869,-0.18522860609961928,1.048173137923337,-0.018383609891631087,1.0465271717665559,-0.036815071752814364,1.0450635448691366,-0.055288223905926824,1.0437834909792263,-0.07379678338641092,1.0426880301671673,-0.09233436072073167,1.0417779654814607,-0.11089447684996132,1.0410538802331128,-0.1294705806463689,1.0405161359291002,-0.14805606691107662,1.0401648708710451,-0.16664429473486092
1.0e-6,1.0499999998608218,1.4479770919065358e-9,1.0399999994302866,-0.18522860609961936,1.048173137923337,-0.018383609891631087,1.0465271717665559,-0.036815071752814364,1.0450635448691366,-0.055288223905926824,1.0437834909792263,-0.07379678338641092,1.0426880301671673,-0.09233436072073167,1.0417779654814607,-0.11089447684996132,1.0410538802331128,-0.1294705806463689,1.0405161359291002,-0.14805606691107662,1.0401648708710451,-0.16664429473486092
7.765225442445437e-6,1.0499999998608216,1.44797694568617e-9,1.0399999994302869,-0.18522860609961958,1.048173137923337,-0.01838360989163109,1.0465271717665559,-0.036815071752814364,1.0450635448691366,-0.055288223905926824,1.0437834909792263,-0.07379678338641092,1.0426880301671673,-0.09233436072073167,1.0417779654814607,-0.11089447684996132,1.0410538802331128,-0.1294705806463689,1.0405161359291002,-0.14805606691107662,1.0401648708710451,-0.16664429473486092
3.1877155973463725e-5,1.0499999998608214,1.4479767147873504e-9,1.0399999994302864,-0.18522860609961958,1.048173137923337,-0.01838360989163118,1.0465271717665559,-0.036815071752814364,1.0450635448691366,-0.055288223905926824,1.0437834909792263,-0.07379678338641092,1.042688030167167,-0.0923343607207317,1.041777965481461,-0.11089447684996129,1.0410538802331128,-0.1294705806463689,1.0405161359291002,-0.1480560669110766,1.040164870871045,-0.1666442947348611
8.750812475983525e-5,1.0499999998608214,1.4479771197289346e-9,1.0399999994302864,-0.18522860609961933,1.0481731379233368,-0.018383609891631257,1.0465271717665559,-0.036815071752814545,1.0450635448691366,-0.055288223905926887,1.043783490979226,-0.07379678338641094,1.0426880301671673,-0.09233436072073167,1.0417779654814607,-0.1108944768499613,1.0410538802331128,-0.1294705806463689,1.0405161359291,-0.14805606691107684,1.040164870871045,-0.16664429473486117
0.00018750812475983524,1.0499999998608212,1.4479773140543424e-9,1.039999999430286,-0.1852286060996191,1.0481731379233374,-0.018383609891631417,1.0465271717665554,-0.03681507175281473,1.045063544869136,-0.05528822390592715,1.043783490979227,-0.0737967833864111,1.0426880301671668,-0.09233436072073196,1.0417779654814603,-0.1108944768499616,1.0410538802331124,-0.12947058064636924,1.0405161359290995,-0.14805606691107698,1.0401648708710447,-0.16664429473486128
0.00028750812475983523,1.0499999998608214,1.4479771543230296e-9,1.0399999994302864,-0.18522860609961916,1.0481731379233363,-0.018383609891631503,1.0465271717665554,-0.0368150717528146,1.0450635448691363,-0.05528822390592728,1.0437834909792254,-0.0737967833864116,1.042688030167167,-0.09233436072073227,1.0417779654814598,-0.11089447684996194,1.0410538802331124,-0.1294705806463693,1.0405161359291002,-0.1480560669110768,1.0401648708710436,-0.1666442947348615
0.0003875081247598352,1.0499999998608214,1.4479770544979392e-9,1.0399999994302864,-0.18522860609961933,1.0481731379233363,-0.018383609891631344,1.0465271717665543,-0.03681507175281494,1.0450635448691363,-0.055288223905927324,1.0437834909792252,-0.07379678338641134,1.0426880301671668,-0.09233436072073206,1.0417779654814612,-0.11089447684996175,1.0410538802331115,-0.12947058064636954,1.0405161359290995,-0.14805606691107717,1.0401648708710454,-0.1666442947348611
0.0004875081247598352,1.049999999860821,1.4479768785494054e-9,1.0399999994302862,-0.18522860609961936,1.0481731379233377,-0.01838360989163183,1.0465271717665552,-0.036815071752815,1.0450635448691352,-0.05528822390592716,1.0437834909792265,-0.07379678338641128,1.0426880301671653,-0.09233436072073221,1.04177796548146,-0.11089447684996162,1.0410538802331135,-0.12947058064636896,1.040516135929099,-0.14805606691107728,1.0401648708710443,-0.16664429473486153
0.0005875081247598352,1.0499999998608212,1.4479766849826414e-9,1.0399999994302864,-0.18522860609961958,1.0481731379233354,-0.01838360989163152,1.0465271717665559,-0.03681507175281466,1.0450635448691357,-0.05528822390592743,1.0437834909792256,-0.07379678338641153,1.042688030167168,-0.09233436072073199,1.0417779654814598,-0.1108944768499618,1.0410538802331117,-0.12947058064636927,1.0405161359290993,-0.14805606691107667,1.0401648708710443,-0.16664429473486134
0.0006875081247598353,1.0499999998608214,1.4479764845166365e-9,1.0399999994302864,-0.18522860609961986,1.0481731379233368,-0.018383609891631434,1.0465271717665554,-0.03681507175281467,1.0450635448691372,-0.05528822390592714,1.0437834909792245,-0.07379678338641117,1.0426880301671664,-0.09233436072073199,1.0417779654814614,-0.11089447684996162,1.0410538802331115,-0.12947058064636946,1.0405161359291002,-0.1480560669110769,1.0401648708710445,-0.16664429473486125
0.0007875081247598353,1.0499999998608216,1.4479768768247133e-9,1.0399999994302866,-0.18522860609961955,1.0481731379233372,-0.018383609891631316,1.0465271717665536,-0.03681507175281481,1.0450635448691357,-0.05528822390592702,1.043783490979227,-0.07379678338641116,1.0426880301671664,-0.09233436072073208,1.0417779654814605,-0.11089447684996137,1.0410538802331126,-0.1294705806463691,1.0405161359291002,-0.14805606691107723,1.040164870871044,-0.16664429473486114
0.0008875081247598353,1.049999999860821,1.4479769579078192e-9,1.039999999430286,-0.18522860609961922,1.0481731379233363,-0.01838360989163142,1.0465271717665567,-0.03681507175281477,1.0450635448691357,-0.055288223905927185,1.0437834909792254,-0.07379678338641131,1.042688030167167,-0.09233436072073198,1.0417779654814598,-0.1108944768499618,1.041053880233113,-0.12947058064636902,1.040516135929099,-0.14805606691107667,1.040164870871045,-0.16664429473486117
0.0009875081247598353,1.0499999998608214,1.4479771286747905e-9,1.0399999994302866,-0.18522860609961925,1.0481731379233359,-0.01838360989163154,1.0465271717665556,-0.036815071752814586,1.0450635448691374,-0.055288223905927254,1.0437834909792256,-0.07379678338641131,1.0426880301671675,-0.0923343607207318,1.0417779654814598,-0.11089447684996158,1.0410538802331122,-0.12947058064636918,1.0405161359290989,-0.14805606691107676,1.040164870871045,-0.1666442947348614
