Time,generator-102-1_ir_cnv,generator-102-1_ii_cnv,generator-102-1_i_mag
0.0,0.5516277980391724,-0.5063343335702246,0.7487774602120109
1.0e-6,0.5516277980391724,-0.5063343335702246,0.7487774602120109
4.837703522646894e-6,0.5516277980391724,-0.5063343335702246,0.7487774602120109
1.5807046911836245e-5,0.5516277980391724,-0.5063343335702246,0.7487774602120109
4.02815205931544e-5,0.5516277980391724,-0.5063343335702246,0.7487774602120109
8.723398958781096e-5,0.5516277980391725,-0.5063343335702247,0.748777460212011
0.00017718625343754132,0.5516277980391725,-0.5063343335702247,0.748777460212011
0.0002771862534375413,0.5516277980391725,-0.5063343335702246,0.7487774602120109
0.0003771862534375413,0.5516277980391725,-0.5063343335702246,0.7487774602120109
0.0004771862534375413,0.5516277980391726,-0.5063343335702246,0.748777460212011
0.0005771862534375413,0.5516277980391725,-0.5063343335702247,0.748777460212011
0.0006771862534375413,0.5516277980391725,-0.5063343335702247,0.748777460212011
0.0007771862534375414,0.5516277980391725,-0.5063343335702247,0.748777460212011
0.0008771862534375414,0.5516277980391725,-0.5063343335702247,0.748777460212011
0.0009771862534375415,0.5516277980391725,-0.5063343335702246,0.7487774602120109
0.0010771862534375415,0.5516277980391725,-0.5063343335702243,0.7487774602120107
0.0011771862534375416,0.5516277980391725,-0.5063343335702243,0.7487774602120107
0.0012771862534375416,0.5516277980391725,-0.5063343335702244,0.7487774602120107
0.0013771862534375416,0.5516277980391725,-0.5063343335702244,0.7487774602120107
0.0014771862534375417,0.5516277980391725,-0.5063343335702244,0.7487774602120107
0.0015771862534375417,0.5516277980391725,-0.5063343335702244,0.7487774602120107
0.0016771862534375418,0.5516277980391725,-0.5063343335702244,0.7487774602120107
0.0017771862534375418,0.5516277980391726,-0.5063343335702244,0.7487774602120109
0.0018771862534375419,0.5516277980391727,-0.5063343335702244,0.748777460212011
0.001977186253437542,0.5516277980391727,-0.5063343335702244,0.748777460212011
0.0020771862534375417,0.5516277980391727,-0.5063343335702244,0.748777460212011
0.0021771862534375416,0.5516277980391727,-0.5063343335702244,0.748777460212011
0.0022771862534375414,0.5516277980391727,-0.5063343335702244,0.748777460212011
0.0023771862534375412,0.5516277980391727,-0.5063343335702244,0.748777460212011
0.002477186253437541,0.5516277980391727,-0.5063343335702244,0.748777460212011
0.002577186253437541,0.5516277980391727,-0.5063343335702244,0.748777460212011
0.0026771862534375407,0.5516277980391727,-0.5063343335702244,0.748777460212011
0.0027771862534375405,0.5516277980391727,-0.5063343335702244,0.748777460212011
