Time,BUS 1-BUS 2-i_1_P,BUS 1-BUS 2-i_1_Q,BUS 1-BUS 2-i_1_static_P,BUS 1-BUS 2-i_1_static_Q
0.0,0.37633288984572605,0.06024837435971623,0.37633288984572605,0.06024837435971623
1.0e-6,0.37633288984572577,0.060248374359718304,0.37633288984572577,0.060248374359718304
3.0826018443642973e-6,0.37633288984572577,0.060248374359718415,0.37633288984572577,0.060248374359718415
5.165203688728595e-6,0.37633288984572566,0.0602483743597172,0.37633288984572566,0.0602483743597172
7.99496832188495e-6,0.3763328898457255,0.060248374359718,0.3763328898457255,0.060248374359718
1.1558011322937274e-5,0.3763328898457253,0.06024837435971897,0.3763328898457253,0.06024837435971897
1.721737215788518e-5,0.37633288984572466,0.06024837435971753,0.37633288984572466,0.06024837435971753
2.5258510167717947e-5,0.37633288984572427,0.060248374359717825,0.37633288984572427,0.060248374359717825
3.549074996724632e-5,0.37633288984572444,0.06024837435972052,0.37633288984572444,0.06024837435972052
8.172844045138743e-5,0.37633288984572394,0.06024837435972492,0.37633288984572394,0.06024837435972492
0.0001306272834162218,0.37633288984572394,0.060248374359730156,0.37633288984572394,0.060248374359730156
0.00020465651655430522,0.3763328898457253,0.06024837435973693,0.3763328898457253,0.06024837435973693
0.00030465651655430523,0.3763328898457269,0.0602483743597464,0.3763328898457269,0.0602483743597464
0.0004046565165543052,0.3763328898457288,0.06024837435975807,0.3763328898457288,0.06024837435975807
0.0005046565165543052,0.3763328898457313,0.060248374359767105,0.3763328898457313,0.060248374359767105
0.0006046565165543053,0.37633288984573215,0.060248374359775106,0.37633288984573215,0.060248374359775106
0.0007046565165543053,0.3763328898457318,0.0602483743597845,0.3763328898457318,0.0602483743597845
0.0008046565165543054,0.37633288984573104,0.06024837435979344,0.37633288984573104,0.06024837435979344
0.0009046565165543054,0.3763328898457299,0.06024837435980124,0.3763328898457299,0.06024837435980124
0.0010046565165543054,0.37633288984572916,0.0602483743598076,0.37633288984572916,0.0602483743598076
0.0011046565165543055,0.3763328898457278,0.06024837435981779,0.3763328898457278,0.06024837435981779
0.0012046565165543055,0.37633288984572566,0.06024837435982421,0.37633288984572566,0.06024837435982421
0.0013046565165543056,0.3763328898457242,0.06024837435983406,0.3763328898457242,0.06024837435983406
0.0014046565165543056,0.37633288984572094,0.06024837435984097,0.37633288984572094,0.06024837435984097
0.0015046565165543057,0.37633288984571805,0.06024837435984431,0.37633288984571805,0.06024837435984431
0.0016046565165543057,0.37633288984571545,0.06024837435985159,0.37633288984571545,0.06024837435985159
0.0017046565165543058,0.37633288984571245,0.06024837435985769,0.37633288984571245,0.06024837435985769
0.0018046565165543058,0.3763328898457081,0.06024837435986288,0.3763328898457081,0.06024837435986288
0.0019046565165543059,0.37633288984570495,0.06024837435986813,0.37633288984570495,0.06024837435986813
0.002004656516554306,0.37633288984569985,0.06024837435987345,0.37633288984569985,0.06024837435987345
0.0021046565165543057,0.37633288984569613,0.060248374359877704,0.37633288984569613,0.060248374359877704
0.0022046565165543056,0.3763328898456911,0.060248374359883075,0.3763328898456911,0.060248374359883075
0.0023046565165543054,0.3763328898456863,0.060248374359887044,0.3763328898456863,0.060248374359887044
0.002404656516554305,0.37633288984568136,0.06024837435989158,0.37633288984568136,0.06024837435989158
0.002504656516554305,0.37633288984567714,0.06024837435989593,0.37633288984567714,0.06024837435989593
0.002604656516554305,0.37633288984567115,0.060248374359899284,0.37633288984567115,0.060248374359899284
0.0027046565165543047,0.3763328898456657,0.06024837435990293,0.3763328898456657,0.06024837435990293
0.0028046565165543045,0.3763328898456602,0.06024837435990585,0.3763328898456602,0.06024837435990585
0.0029046565165543044,0.3763328898456543,0.06024837435990789,0.3763328898456543,0.06024837435990789
0.003004656516554304,0.3763328898456479,0.06024837435991013,0.3763328898456479,0.06024837435991013
0.003104656516554304,0.37633288984564234,0.06024837435991251,0.37633288984564234,0.06024837435991251
0.003204656516554304,0.3763328898456351,0.06024837435991439,0.3763328898456351,0.06024837435991439
0.0033046565165543037,0.37633288984562924,0.06024837435991943,0.37633288984562924,0.06024837435991943
0.0034046565165543035,0.3763328898456223,0.06024837435992168,0.3763328898456223,0.06024837435992168
0.0035046565165543033,0.37633288984561547,0.060248374359924466,0.37633288984561547,0.060248374359924466
0.003604656516554303,0.3763328898456083,0.06024837435992437,0.3763328898456083,0.06024837435992437
0.003704656516554303,0.3763328898456029,0.0602483743599249,0.3763328898456029,0.0602483743599249
0.003804656516554303,0.37633288984559615,0.06024837435992594,0.37633288984559615,0.06024837435992594
0.0039046565165543026,0.3763328898455913,0.060248374359928004,0.3763328898455913,0.060248374359928004
0.0040046565165543025,0.37633288984558555,0.06024837435993034,0.37633288984558555,0.06024837435993034
0.004104656516554303,0.3763328898455797,0.06024837435992964,0.3763328898455797,0.06024837435992964
0.004204656516554303,0.3763328898455737,0.06024837435993053,0.3763328898455737,0.06024837435993053
0.004304656516554303,0.37633288984556756,0.06024837435993031,0.37633288984556756,0.06024837435993031
0.0044046565165543035,0.3763328898455619,0.06024837435993161,0.3763328898455619,0.06024837435993161
0.004504656516554304,0.3763328898455563,0.06024837435993033,0.3763328898455563,0.06024837435993033
0.004604656516554304,0.37633288984554936,0.06024837435992893,0.37633288984554936,0.06024837435992893
0.004704656516554304,0.37633288984554353,0.06024837435993001,0.37633288984554353,0.06024837435993001
0.004804656516554305,0.37633288984553737,0.060248374359929344,0.37633288984553737,0.060248374359929344
0.004904656516554305,0.37633288984553165,0.06024837435992765,0.37633288984553165,0.06024837435992765
0.005004656516554305,0.37633288984552465,0.06024837435992637,0.37633288984552465,0.06024837435992637
0.005104656516554305,0.3763328898455186,0.06024837435992522,0.3763328898455186,0.06024837435992522
0.005204656516554306,0.37633288984551355,0.060248374359923924,0.37633288984551355,0.060248374359923924
0.005304656516554306,0.37633288984550783,0.06024837435992304,0.37633288984550783,0.06024837435992304
0.005404656516554306,0.37633288984550267,0.06024837435991961,0.37633288984550267,0.06024837435991961
0.005504656516554306,0.37633288984549795,0.0602483743599197,0.37633288984549795,0.0602483743599197
0.005604656516554307,0.37633288984549257,0.06024837435991627,0.37633288984549257,0.06024837435991627
0.005704656516554307,0.37633288984548724,0.06024837435991477,0.37633288984548724,0.06024837435991477
