Time,generator-102-1_ir_cnv,generator-102-1_ii_cnv,generator-1-1_i_mag,generator-102-1_i_mag
0.0,0.6446286173081245,0.09747235827323797,0.6519562215976858,0.6519562215976858
1.0e-6,0.6446286173081245,0.09747235827323797,0.6519562215976858,0.6519562215976858
1.1e-5,0.6446286173081245,0.09747235827323797,0.6519562215976858,0.6519562215976858
0.0001029263687746718,0.6446286173081245,0.09747235827323796,0.6519562215976858,0.6519562215976858
0.0002029263687746718,0.6446286173081246,0.09747235827323797,0.651956221597686,0.651956221597686
0.0003029263687746718,0.6446286173081246,0.09747235827323798,0.651956221597686,0.651956221597686
0.0004029263687746718,0.6446286173081246,0.09747235827323798,0.651956221597686,0.651956221597686
0.0005029263687746718,0.6446286173081246,0.09747235827323798,0.651956221597686,0.651956221597686
0.0006029263687746719,0.6446286173081246,0.09747235827323798,0.651956221597686,0.651956221597686
0.0007029263687746719,0.6446286173081246,0.09747235827323798,0.651956221597686,0.651956221597686
0.000802926368774672,0.6446286173081246,0.09747235827323798,0.651956221597686,0.651956221597686
0.000902926368774672,0.6446286173081246,0.09747235827323798,0.651956221597686,0.651956221597686
0.001002926368774672,0.6446286173081246,0.09747235827323798,0.651956221597686,0.651956221597686
0.001102926368774672,0.6446286173081246,0.09747235827323798,0.651956221597686,0.651956221597686
0.001202926368774672,0.6446286173081246,0.09747235827323798,0.651956221597686,0.651956221597686
0.001302926368774672,0.6446286173081246,0.09747235827323798,0.651956221597686,0.651956221597686
0.0014029263687746721,0.6446286173081246,0.09747235827323798,0.651956221597686,0.651956221597686
0.0015029263687746722,0.6446286173081246,0.09747235827323798,0.651956221597686,0.651956221597686
0.0016029263687746722,0.6446286173081246,0.09747235827323798,0.651956221597686,0.651956221597686
0.0017029263687746723,0.6446286173081246,0.09747235827323798,0.651956221597686,0.651956221597686
0.0018029263687746723,0.6446286173081246,0.09747235827323798,0.651956221597686,0.651956221597686
0.0019029263687746724,0.6446286173081246,0.09747235827323798,0.651956221597686,0.651956221597686
0.002002926368774672,0.6446286173081246,0.09747235827323798,0.651956221597686,0.651956221597686
0.002102926368774672,0.6446286173081246,0.09747235827323798,0.651956221597686,0.651956221597686
0.002202926368774672,0.6446286173081246,0.09747235827323798,0.651956221597686,0.651956221597686
0.0023029263687746717,0.6446286173081246,0.09747235827323798,0.651956221597686,0.651956221597686
0.0024029263687746715,0.6446286173081246,0.09747235827323798,0.651956221597686,0.651956221597686
0.0025029263687746713,0.6446286173081246,0.09747235827323798,0.651956221597686,0.651956221597686
0.002602926368774671,0.6446286173081246,0.09747235827323798,0.651956221597686,0.651956221597686
0.002702926368774671,0.6446286173081246,0.09747235827323797,0.651956221597686,0.651956221597686
