Time,BUS 1-BUS 2-i_1_static_P,BUS 1-BUS 2-i_1_static_Q
0.0,0.25074782109419336,0.05026968060663743
1.0e-6,0.25074782109391214,0.05026968060870453
3.929391236597586e-6,0.2507478210941428,0.050269680614742254
9.812647081309393e-6,0.2507478210990831,0.05026968062594438
2.0570763478930052e-5,0.25074782112022587,0.05026968063828257
3.607719185211857e-5,0.2507478211603417,0.05026968062799792
5.2389483489666613e-5,0.2507478211856946,0.05026968058728975
7.391559049825666e-5,0.2507478211721253,0.05026968053225549
0.0001125991343413197,0.2507478211300777,0.050269680534487826
0.00014427994135961112,0.25074782116479816,0.050269680545119384
0.00018883668757933186,0.250747821171459,0.05026968050215811
0.00025741319951887366,0.2507478211739286,0.05026968053661714
0.00032687467290070044,0.2507478211718911,0.05026968054845217
0.00041119087054878396,0.25074782117983235,0.05026968061665181
0.0005105208685878659,0.25074782115807354,0.05026968071850586
0.0006105208685878659,0.25074782112423605,0.05026968082607976
0.000710520868587866,0.25074782108198546,0.05026968093593414
0.000810520868587866,0.2507478210265767,0.050269681036583434
0.0009105208685878661,0.25074782096216897,0.05026968111423071
0.0010105208685878661,0.25074782089720926,0.050269681165111525
0.0011105208685878662,0.2507478208359111,0.05026968119141238
0.0012105208685878662,0.250747820780535,0.05026968119532235
0.0013105208685878663,0.25074782073434804,0.05026968118014358
0.0014105208685878663,0.25074782069974644,0.050269681151314444
0.0015105208685878664,0.25074782067687235,0.0502696811142211
0.0016105208685878664,0.2507478206647388,0.050269681072923705
0.0017105208685878664,0.25074782066193685,0.05026968103066387
0.0018105208685878665,0.2507478206664399,0.0502696809900928
0.0019105208685878665,0.2507478206757789,0.0502696809529304
0.0020105208685878666,0.25074782068761575,0.05026968091999215
0.0021105208685878664,0.25074782070005214,0.050269680891467106
0.0022105208685878662,0.2507478207116689,0.050269680867115266
0.002310520868587866,0.25074782072158364,0.050269680846272764
0.002410520868587866,0.25074782072948953,0.05026968082805953
0.0025105208685878657,0.250747820735593,0.05026968081155884
0.0026105208685878655,0.25074782074042756,0.050269680795989695
0.0027105208685878654,0.25074782074472884,0.05026968078071608
0.002810520868587865,0.25074782074932617,0.05026968076537654
0.002910520868587865,0.25074782075500557,0.05026968074984585
0.003010520868587865,0.25074782076241436,0.05026968073422413
0.0031105208685878647,0.25074782077202257,0.050269680718764816
0.0032105208685878645,0.2507478207840798,0.05026968070381965
0.0033105208685878643,0.2507478207986195,0.05026968068978581
0.003410520868587864,0.25074782081548613,0.050269680677015885
0.003510520868587864,0.2507478208343674,0.050269680665828174
0.003610520868587864,0.2507478208548354,0.050269680656468425
0.0037105208685878637,0.25074782087639663,0.05026968064908891
0.0038105208685878635,0.2507478208985591,0.05026968064374942
0.003910520868587864,0.25074782092086223,0.05026968064044237
0.004010520868587864,0.25074782094288905,0.05026968063912117
0.004110520868587864,0.2507478209643035,0.05026968063964626
0.0042105208685878645,0.25074782098487547,0.05026968064189302
0.004310520868587865,0.25074782100442344,0.05026968064570826
0.004410520868587865,0.25074782102285936,0.05026968065092429
0.004510520868587865,0.2507478210401439,0.05026968065740032
0.004610520868587866,0.2507478210562796,0.05026968066501076
0.004710520868587866,0.25074782107128274,0.05026968067361657
0.004810520868587866,0.2507478210851895,0.05026968068314231
0.004910520868587866,0.25074782109802196,0.050269680693479625
0.005010520868587867,0.25074782110980376,0.05026968070455199
0.005110520868587867,0.250747821120537,0.05026968071626986
0.005210520868587867,0.25074782113021243,0.05026968072857038
0.005310520868587867,0.2507478211388058,0.05026968074135795
0.005410520868587868,0.25074782114629385,0.050269680754546686
0.005510520868587868,0.25074782115264027,0.05026968076805223
0.005610520868587868,0.2507478211578107,0.050269680781771825
0.0057105208685878685,0.25074782116178185,0.05026968079560719
0.005810520868587869,0.25074782116454053,0.05026968080943786
0.005910520868587869,0.2507478211660881,0.050269680823180424
0.006010520868587869,0.2507478211664412,0.05026968083672284
0.0061105208685878695,0.2507478211656216,0.05026968084997865
0.00621052086858787,0.2507478211636647,0.050269680862852675
0.00631052086858787,0.2507478211606299,0.05026968087525596
0.00641052086858787,0.25074782115658717,0.05026968088711503
0.006510520868587871,0.2507478211516004,0.05026968089837828
0.006610520868587871,0.2507478211457378,0.050269680908967176
0.006710520868587871,0.25074782113910177,0.050269680918826866
0.006810520868587871,0.2507478211317678,0.05026968092794572
0.006910520868587872,0.25074782112379873,0.05026968093627584
0.007010520868587872,0.2507478211152898,0.05026968094376981
0.007110520868587872,0.2507478211063386,0.05026968095042338
0.007210520868587872,0.2507478210970056,0.05026968095623592
0.007310520868587873,0.2507478210873632,0.05026968096117083
0.007410520868587873,0.2507478210775069,0.05026968096523981
0.007510520868587873,0.25074782106749294,0.05026968096844681
0.0076105208685878735,0.25074782105739923,0.05026968097079009
0.007710520868587874,0.25074782104729776,0.05026968097229181
0.007810520868587874,0.25074782103725685,0.05026968097296122
0.007910520868587874,0.2507478210273449,0.05026968097282531
0.008010520868587874,0.2507478210176169,0.05026968097191496
0.008110520868587873,0.2507478210081289,0.0502696809702622
0.008210520868587872,0.25074782099895815,0.050269680967892194
0.008310520868587872,0.2507478209901389,0.05026968096486767
0.008410520868587871,0.2507478209817208,0.050269680961199284
0.00851052086858787,0.25074782097376586,0.05026968095696404
0.00861052086858787,0.25074782096628906,0.05026968095220669
0.00871052086858787,0.2507478209593311,0.050269680946956004
0.008810520868587869,0.2507478209529382,0.05026968094128268
0.008910520868587868,0.25074782094712394,0.05026968093523316
0.009010520868587868,0.25074782094190545,0.05026968092887104
0.009110520868587867,0.250747820937295,0.05026968092224428
0.009210520868587866,0.2507478209333096,0.05026968091539919
0.009310520868587866,0.25074782092995734,0.05026968090839733
0.009410520868587865,0.2507478209272261,0.05026968090130888
0.009510520868587865,0.2507478209251136,0.050269680894145186
0.009610520868587864,0.25074782092362863,0.050269680886988265
0.009710520868587863,0.25074782092274234,0.05026968087987303
0.009810520868587863,0.2507478209224443,0.050269680872853946
0.009910520868587862,0.2507478209227146,0.050269680865964055
0.010010520868587862,0.25074782092353454,0.05026968085924952
0.010110520868587861,0.2507478209248782,0.05026968085274846
0.01021052086858786,0.2507478209267133,0.05026968084650487
0.01031052086858786,0.2507478209290097,0.050269680840542626
0.010410520868587859,0.25074782093173925,0.05026968083488387
0.010510520868587859,0.2507478209348745,0.05026968082956695
0.010610520868587858,0.2507478209383618,0.050269680824625865
0.010710520868587857,0.2507478209421707,0.050269680820055423
0.010810520868587857,0.25074782094627573,0.05026968081587941
0.010910520868587856,0.25074782095063314,0.0502696808121255
0.011010520868587855,0.25074782095519027,0.05026968080879289
0.011110520868587855,0.25074782095992115,0.05026968080587931
0.011210520868587854,0.250747820964791,0.05026968080340184
0.011310520868587854,0.25074782096974935,0.05026968080136539
0.011410520868587853,0.25074782097476706,0.05026968079974881
0.011510520868587852,0.2507478209798072,0.05026968079855937
0.011610520868587852,0.2507478209848287,0.0502696807977928
