Time,generator-102-1_ω,generator-101-1_ω
0.0,1.0,1.0
1.0e-6,1.0,1.0
6.088360793709767e-6,1.0,1.0
1.9868073547718954e-5,1.0,0.9999999999999999
4.599435268153753e-5,1.0,0.9999999999999998
8.790305858069307e-5,1.0,0.9999999999999994
0.0001778446264394374,1.0,0.999999999999999
0.0002778446264394374,1.0,0.9999999999999983
0.0003778446264394374,1.0,0.9999999999999977
0.0004778446264394374,1.0,0.999999999999997
0.0005778446264394374,1.0,0.9999999999999963
0.0006778446264394375,1.0,0.9999999999999957
0.0007778446264394375,1.0,0.999999999999995
0.0008778446264394376,1.0,0.9999999999999943
0.0009778446264394375,1.0,0.9999999999999937
0.0010778446264394375,1.0,0.999999999999993
0.0011778446264394376,1.0,0.9999999999999923
0.0012778446264394376,1.0,0.9999999999999917
0.0013778446264394377,1.0,0.999999999999991
0.0014778446264394377,1.0,0.9999999999999903
0.0015778446264394378,1.0,0.9999999999999897
0.0016778446264394378,1.0,0.999999999999989
0.0017778446264394379,1.0,0.9999999999999883
0.001877844626439438,1.0,0.9999999999999877
0.001977844626439438,1.0,0.999999999999987
0.0020778446264394378,1.0,0.9999999999999863
0.0021778446264394376,1.0,0.9999999999999857
0.0022778446264394374,1.0,0.999999999999985
0.0023778446264394373,1.0,0.9999999999999843
0.002477844626439437,1.0,0.9999999999999837
0.002577844626439437,1.0,0.999999999999983
0.0026778446264394368,1.0,0.9999999999999823
0.0027778446264394366,1.0,0.9999999999999817
0.0028778446264394364,1.0,0.999999999999981
0.0029778446264394362,1.0,0.9999999999999803
0.003077844626439436,1.0,0.9999999999999797
0.003177844626439436,1.0,0.999999999999979
0.0032778446264394357,1.0,0.9999999999999784
0.0033778446264394356,1.0,0.9999999999999777
0.0034778446264394354,1.0,0.999999999999977
0.003577844626439435,1.0,0.9999999999999764
0.003677844626439435,1.0,0.9999999999999757
0.003777844626439435,1.0,0.999999999999975
0.0038778446264394347,1.0,0.9999999999999744
0.0039778446264394345,1.0,0.9999999999999737
0.004077844626439435,1.0,0.999999999999973
0.004177844626439435,1.0,0.9999999999999724
0.004277844626439435,1.0,0.9999999999999717
0.004377844626439436,1.0,0.999999999999971
0.004477844626439436,1.0,0.9999999999999704
0.004577844626439436,1.0,0.9999999999999697
0.004677844626439436,1.0,0.999999999999969
0.004777844626439437,1.0,0.9999999999999684
0.004877844626439437,1.0,0.9999999999999677
0.004977844626439437,1.0,0.999999999999967
0.005077844626439437,1.0,0.9999999999999664
0.005177844626439438,1.0,0.9999999999999657
0.005277844626439438,1.0,0.999999999999965
0.005377844626439438,1.0,0.9999999999999644
0.0054778446264394385,1.0,0.9999999999999637
0.005577844626439439,1.0,0.999999999999963
0.005677844626439439,1.0,0.9999999999999624
0.005777844626439439,1.0,0.9999999999999617
0.0058778446264394395,1.0,0.999999999999961
0.00597784462643944,1.0,0.9999999999999604
